Dates,FXY,FXE,FXC,FXF,FXB,FXA,FXS
12/19/2016,82.38,101.02,73.64,92.95,120.97,72.5,103.24
12/20/2016,81.82,100.93,73.93,92.8,120.64,72.58,103.5
12/21/2016,82.08,101.35,73.729,93.03,120.59,72.51,105.105
12/22/2016,82.02,101.36,73.21,93.07,119.87,72.15,105.25
12/23/2016,82.22,101.52,73,92.8789,119.74,71.79,#N/A N/A
12/27/2016,82.1,101.57,72.76,92.87,119.73,71.87,104.8401
12/28/2016,82.36,101.1,72.89,92.77,119.2,71.85,105.41
12/29/2016,82.76,101.87,73.15,93.19,119.66,72.15,106.1
12/30/2016,82.52,102.26,73.57,93.73,120.26,72.18,106.3426
1/3/2017,81.87,100.93,73.54,92.89,119.33,72.25,105.6
1/4/2017,82.2,101.87,74.24,93.4,120.24,72.8268,106.14
1/5/2017,83.5,102.98,74.62,94.47,121.14,73.43,107.35
1/6/2017,82.39,102.29,74.66,93.8,119.85,73.0338,107
1/9/2017,83.14,102.66,74.7,93.9883,118.68,73.56,106.78
1/10/2017,83.43,102.55,74.71,93.91,118.75,73.72,106.4859
1/11/2017,83.59,102.69,75.01,93.9814,119.05,74.49,107
1/12/2017,84.21,103.17,75.26,94.48,118.77,74.96,108.1275
1/13/2017,84.17,103.31,75.29,94.59,118.92,75.04,108.6099
1/17/2017,85.61,103.95,75.68,95.163,120.96,75.65,108.92
1/18/2017,84.34,103.27,74.53,94.7278,119.7,75.15,108.41
1/19/2017,83.98,103.52,74.223,94.76,120.31,75.64,#N/A N/A
1/20/2017,84.21,103.86,74.15,95.16,120.6,75.58,108.7682
1/23/2017,85.23,104.32,74.47,95.5,121.95,75.76,109.4112
1/24/2017,84.74,104.17,75.09,95.31,122,75.9,109.17
1/25/2017,85.18,104.39,75.63,95.45,123.25,75.765,109.37
1/26/2017,84.2,103.62,75.44,95.45,122.81,75.41,109.39
1/27/2017,83.72,103.82,75.23,95.43,122.45,75.55,#N/A N/A
1/30/2017,84.79,103.81,75.33,95.8282,121.78,75.57,109.5
1/31/2017,85.41,104.81,75.95,96.3614,122.73,75.86,110.5899
2/1/2017,85.18,104.51,75.74,96.11,123.48,75.84,110.3
2/2/2017,85.49,104.44,75.9,96.01,122.3,76.62,110.8399
2/3/2017,85.55,104.64,75.85,96.06,121.77,76.8463,#N/A N/A
2/6/2017,86.29,104.32,75.51,96.2318,121.57,76.6,109.55
2/7/2017,85.77,103.71,75.04,95.68,122.02,76.34,108.95
2/8/2017,86.01,103.71,75.11,95.76,122.17,76.4,109.16
2/9/2017,85.11,103.46,75.19,95.2001,121.91,76.32,108.581
2/10/2017,85.05,103.22,75.51,94.99,121.78,76.78,108.14
2/13/2017,84.8,102.81,75.57,94.7534,122.14,76.46,108.1
2/14/2017,84.33,102.63,75.57,94.68,121.6,76.55,108.0205
2/15/2017,84.5,102.88,75.56,94.8186,121.47,77.21,108.28
2/16/2017,85.13,103.58,75.52,95.59,121.75,76.96,109.03
2/17/2017,85.36,102.93,75.43,95.03,121.05,76.74,108.24
2/21/2017,84.81,102.29,75.19,94.438,121.6279,76.84,107.5
2/22/2017,85.25,102.5,75.16,94.39,121.51,77.12,107.7084
2/23/2017,85.5,102.67,75.34,94.68,122.35,77.19,107.36
2/24/2017,85.99,102.44,75.36,94.57,121.49,76.83,106.911
2/27/2017,85.47,102.74,75.06,94.42,121.34,76.82,106.92
2/28/2017,85.81,102.78,74.37,94.88,121.02,76.675,106.93
3/1/2017,84.77,102.28,74.07,94.44,119.8,76.82,106.7
3/2/2017,84.25,101.89,73.73,94.01,119.6,75.72,106.198
3/3/2017,84.61,102.99,73.83,94.39,119.93,75.93,107.4148
3/6/2017,84.64,102.63,73.66,94.14,119.2999,75.83,106.9659
3/7/2017,84.52,102.5,73.62,93.99,119,75.9,#N/A N/A
3/8/2017,84.25,102.24,73.22,93.87,118.63,75.32,#N/A N/A
3/9/2017,83.83,102.65,73.1299,94.1901,118.67,75.09,#N/A N/A
3/10/2017,83.96,103.67,73.3937,94.29,118.68,75.48,107.49
3/13/2017,83.91,103.3,73.47,94.6,119.21,75.82,107.72
3/14/2017,83.99,102.83,73.24,94.3001,118.51,75.65,107.75
3/15/2017,85.11,103.87,74.21,95.26,119.91,77.13,108.5463
3/16/2017,85.09,104.42,74.01,95.58,120.46,76.76,109.3686
3/17/2017,85.52,104.15,74.06,95.39,120.81,77.08,109.2901
3/20/2017,85.6198,104.1832,73.9706,95.323,120.461,77.4,109.3714
3/21/2017,86.25,104.83,73.93,95.769,121.69,76.91,109.8092
3/22/2017,86.69,104.67,74.11,95.9947,121.73,76.84,109.88
3/23/2017,86.81,104.54,73.98,95.9,122.07,76.35,109.28
3/24/2017,86.65,104.65,73.8244,96.09,121.72,76.28,109.4535
3/27/2017,87.11,105.34,73.84,96.6,122.49,76.28,109.8808
3/28/2017,86.68,104.8,73.81,95.959,121.43,76.4,109.2484
3/29/2017,86.81,104.41,74.0886,95.56,121.29,76.76,108.4
3/30/2017,86.16,103.52,74.08,95.13,121.58,76.59,107.87
3/31/2017,86.52,103.41,74.24,95.06,122.14,76.45,107.65
4/3/2017,86.9,103.43,73.77,95.0056,121.67,76.03,107.57
4/4/2017,87,103.38,73.65,94.96,121.32,75.62,107.13
4/5/2017,87.07,103.58,73.53,94.78,121.83,75.58,107.1
4/6/2017,86.94,103.13,73.59,94.65,121.5,75.45,#N/A N/A
4/7/2017,86.59,102.66,73.65,94.31,120.58,75,106.1271
4/10/2017,86.82,102.64,74.01,94.4286,120.95,75.0047,106.08
4/11/2017,87.81,102.8,74.04,94.44,121.71,74.96,106.36
4/12/2017,88.25,103.32,74.41,94.76,122.12,75.12,107.29
4/13/2017,88.28,102.89,74.09,94.628,121.89,75.71,106.5072
4/17/2017,88.4,103.12,74.14,94.7,122.42,75.94,106.9
4/18/2017,88.8,104.02,73.8,95.5,125.18,75.61,107.5199
4/19/2017,88.46,103.84,73.24,95.33,124.63,74.98,107.44
4/20/2017,88.07,103.84,73.29,95.64,124.89,75.28,#N/A N/A
4/21/2017,88.3,103.71,73.09,95.29,124.74,75.42,#N/A N/A
4/24/2017,87.77,105.32,73.06,95.5068,124.64,75.65,109.1475
4/25/2017,86.66,105.98,72.79,95.7117,125.06,75.37,109.97
4/26/2017,86.73,105.66,72.54,95.6685,125.24,74.78,109.478
4/27/2017,86.62,105.35,72.47,95.6508,125.76,74.75,109.14
4/28/2017,86.39,105.52,72.35,95.57,126.19,74.94,108.6
5/1/2017,86.14,105.57,72.22,95.47,125.58,75.31,109
5/2/2017,85.93,105.85,71.98,95.8632,126.03,75.28,#N/A N/A
5/3/2017,85.47,105.51,71.97,95.68,125.42,74.3,#N/A N/A
5/4/2017,85.71,106.42,71.76,96.38,125.95,74.08,108.9357
5/5/2017,85.61,106.53,72.27,96.26,126.5,74.22,109.3
5/8/2017,85.05,105.85,72.07,95.24,126.06,73.882,108.998
5/9/2017,84.5,105.3,71.93,94.32,126.01,73.43,108.16
5/10/2017,84.25,105.25,72.3,94.23,126.1,73.64,107.81
5/11/2017,84.58,105.2,72.12,94.368,125.6,73.78,108.25
5/12/2017,84.96,105.83,72,94.871,125.52,73.92,108.9712
5/15/2017,84.63,106.31,72.36,95.38,125.67,74.1898,#N/A N/A
5/16/2017,85.17,107.36,72.67,96.42,125.84,74.38,109.5652
5/17/2017,86.82,108.01,72.52,97.08,126.29,74.31,110.1824
5/18/2017,86.44,107.58,72.57,97.0374,126.07,74.245,109
5/19/2017,86.56,108.52,73.05,97.68,126.96,74.58,110.42
5/22/2017,86.56,108.82,73.1,97.61,126.64,74.81,110.69
5/23/2017,86.1,108.26,73.02,97.5,126.3,74.83,110.32
5/24/2017,86.22,108.6,73.58,97.56,126.25,75.03,110.9
5/25/2017,86.08,108.53,73.25,97.63,126.07,74.64,110.7
5/26/2017,86.52,108.12,73.3389,97.49,124.79,74.5,110.8424
5/30/2017,86.93,108.32,73.3301,97.52,125.27,74.71,110.1552
5/31/2017,86.9,108.77,73.06,98.0908,125.53,74.35,110.412
6/1/2017,86.4,108.54,72.99,97.81,125.49,73.75,110.7499
6/2/2017,87.18,109.22,73.15,98.6475,125.46,74.38,111.45
6/5/2017,87.12,108.93,73.23,98.43,125.76,74.85,110.9084
6/6/2017,87.97,109.19,73.46,98.76,125.74,75.12,110.76
6/7/2017,87.62,109.04,73.03,98.55,126.28,75.52,110.55
6/8/2017,87.45,108.55,73.09,98.18,126.13,75.5,110.2612
6/9/2017,87.27,108.34,73.31,97.99,124.03,75.33,110.22
6/12/2017,87.6,108.45,74.02,98.04,123.31,75.431,109.84
6/13/2017,87.46,108.45,74.53,98.02,124.23,75.41,110.71
6/14/2017,87.77,108.57,74.57,97.78,124.17,75.95,110.99
6/15/2017,86.75,107.84,74.32,97.3499,124.26,75.83,109.78
6/16/2017,86.8,108.41,74.62,97.513,124.53,76.27,110.3786
6/19/2017,86.24,107.87,74.66,97.33,124.03,75.99,109.81
6/20/2017,86.34,107.67,74.4,97.3215,123,75.78,109.32
6/21/2017,86.43,108.04,74.1,97.62,123.35,75.61,109.8084
6/22/2017,86.51,107.9,74.56,97.7199,123.5711,75.45,109.7
6/23/2017,86.49,108.36,74.37,97.94,123.9102,75.76,110.232
6/26/2017,86,108.15,74.5,97.6,123.86,75.89,110.16
6/27/2017,85.78,109.82,74.96,98.93,124.9084,75.95,111.5884
6/28/2017,85.73,110.14,75.74,98.94,125.95,76.45,112.36
6/29/2017,85.86,110.69,75.89,99.28,126.59,76.88,113.01
6/30/2017,85.53,110.48,76.09,98.97,126.82,76.91,113.8383
7/3/2017,84.82,109.85,75.89,98.47,126.14,76.56,#N/A N/A
7/5/2017,84.97,109.7,76.1,98.33,125.89,76.02,112.82
7/6/2017,84.99,110.48,76.09,98.79,126.27,75.91,113.55
7/7/2017,84.47,110.3,76.57,98.4629,125.5,76.01,113.72
7/10/2017,84.33,110.25,76.57,98.3,125.44,76.05,113.53
7/11/2017,84.485,110.89,76.37,98.47,125.09,76.3426,113.86
7/12/2017,84.9932,110.44,77.44,98.34,125.47,76.8,114.078
7/13/2017,84.96,110.3,77.53,98.14,126.05,77.32,114.7499
7/14/2017,85.46,110.94,77.99,98.4623,127.61,78.29,#N/A N/A
7/17/2017,85.44,111.05,77.77,98.4924,127.07,78.022,115.68
7/18/2017,85.87,111.78,78.16,99.32,126.96,79.21,115.5481
7/19/2017,86,111.37,78.32,99.2624,126.7723,79.5938,115.73
7/20/2017,85.95,112.47,78.37,99.63,126.31,79.59,116.6499
7/21/2017,86.58,112.85,78.68,100.3331,126.53,79.2,116.3801
7/24/2017,86.55,112.56,78.9,100.2,126.87,79.31,116.88
7/25/2017,85.94,112.62,78.87,99.5761,126.8761,79.42,116.8575
7/26/2017,86.47,113.35,79.21,99.63,127.58,79.9749,117.0739
7/27/2017,86.49,112.87,78.54,98.31,127.18,79.73,116.67
7/28/2017,86.97,113.69,79.3,97.89,128.01,79.94,118.22
7/31/2017,87.24,114.45,79.12,98.03,128.478,80.06,118.7391
8/1/2017,87.15,114.07,78.71,98.14,128.56,79.68,118.15
8/2/2017,86.88,114.61,78.4801,97.62,128.7201,79.6499,118.3911
8/3/2017,87.48,114.8,78.41,97.8976,127.94,79.53,118.305
8/4/2017,86.88,113.85,77.99,97.41,126.97,79.3,118.28
8/7/2017,86.82,114,77.78,97.362,126.8399,79.115,#N/A N/A
8/8/2017,87.14,113.54,77.89,97.31,126.4567,79.17,117.1618
8/9/2017,87.42,113.64,77.65,98.34,126.5701,78.8706,117.05
8/10/2017,88.1,113.82,77.41,98.47,126.3206,78.8668,117.8
8/11/2017,88.16,114.3,77.78,98.5999,126.7001,78.96,117.772
8/14/2017,87.7,113.85,77.52,97.46,126.1999,78.59,#N/A N/A
8/15/2017,86.98,113.43,77.37,97.45,125.2,78.22,118.7
8/16/2017,87.25,113.77,78.14,98.18,125.42,79.3,118.0001
8/17/2017,87.83,113.31,77.83,98.47,125.3,78.93,#N/A N/A
8/18/2017,88.09,113.7,78.44,98.132,125.31,79.38,118.08
8/21/2017,88.3,114.16,78.51,98.5,125.502,79.41,118.85
8/22/2017,87.76,113.58,78.52,97.8334,124.78,79.14,118.0328
8/23/2017,88.22,114.23,78.64,98.171,124.61,79.12,118.9482
8/24/2017,87.74,114.02,78.76,98.1784,124.59,79.01,119
8/25/2017,87.96,115.26,79.06,99.1,125.3,79.44,120.07
8/28/2017,88,115.71,78.94,99.19,125.8,79.66,120.3455
8/29/2017,87.59,115.64,78.77,99.17,125.7401,79.5,120.89
8/30/2017,87.14,114.85,78.1666,98.24,125.71,79.02,119.8936
8/31/2017,87.43,115.03,78.99,98.7576,125.82,79.51,120.33
9/1/2017,87.19,114.59,79.66,98.1924,126.04,79.67,119.88
9/5/2017,88.38,115.14,79.68,99.2808,126.8586,79.97,120.09
9/6/2017,87.91,115.13,80.68,98.97,126.9,79.89,120.17
9/7/2017,88.59,116.12,81.37,99.5308,127.4408,80.47,120.37
9/8/2017,89.17,116.17,81.26,100.13,128.43,80.54,120.496
9/11/2017,87.78,115.46,81.41,99.01,128.12,80.259,119.517
9/12/2017,87.19,115.58,80.98,98.57,129.25,80.19,#N/A N/A
9/13/2017,86.86,114.75,80.97,98.0709,128.44,79.85,118.9892
9/14/2017,86.95,114.99,80.96,98.2,130.38,79.86,119.2
9/15/2017,86.69,115.39,80.95,98.64,132.16,80,120.176
9/18/2017,86.21,115.42,80.23,98.41,131.25,79.62,119.98
9/19/2017,86.17,115.87,80.38,98.3389,131.63,80.13,119.885
9/20/2017,85.55,114.8,80.03,97.57,131.18,80.22,#N/A N/A
9/21/2017,85.35,115.23,79.96,97.4124,132.04,79.27,119.953
9/22/2017,85.75,115.33,79.96,97.5191,131.54,79.67,120.25
9/25/2017,86.04,114.4,79.7,97.87,131,79.35,118.74
9/26/2017,85.59,113.85,79.86,97.6611,130.86,78.85,117.71
9/27/2017,85.2,113.43,79.06,97.36,130.29,78.53,117.31
9/28/2017,85.45,113.73,79.32,97.4487,130.674,78.53,117.67
9/29/2017,85.37,114.1,79.07,97.71,130.34,78.43,117.01
10/2/2017,85.2,113.27,78.85,97.058,129.13,78.22,116.97
10/3/2017,85.12,113.43,79.01,97.1753,128.82,78.34,117.44
10/4/2017,85.2,113.57,79.06,97.0101,128.94,78.55,118.04
10/5/2017,85.13,112.99,78.49,96.6401,127.59,77.89,117.4
10/6/2017,85.26,113.29,78.68,96.69,127.0844,77.69,118
10/9/2017,85.33,113.44,78.64,96.5902,127.8601,77.58,117.52
10/10/2017,85.47,114.07,78.85,97.02,128.4472,77.83,118.45
10/11/2017,85.47,114.56,79.19,97.2,128.66,77.96,118.7488
10/12/2017,85.58,114.22,79.14,96.97,128.98,78.31,117.51
10/13/2017,85.85,114.07,79.04,97.06,129.25,78.89,117.61
10/16/2017,85.63,113.79,78.78,96.86,128.87,78.53,#N/A N/A
10/17/2017,85.61,113.56,78.73,96.64,128.18,78.49,117.0399
10/18/2017,85.08,113.82,79.14,96.38,128.35,78.51,#N/A N/A
10/19/2017,85.37,114.27,79.05,96.92,127.96,78.76,117.31
10/20/2017,84.61,113.62,78.17,96,128.23,78.19,116.974
10/23/2017,84.75,113.36,78.02,96,128.39,78.14,116.51
10/24/2017,84.36,113.49,77.79,95.47,127.67,77.85,116.0801
10/25/2017,84.43,113.89,77.07,95.52,128.88,77.02,116.15
10/26/2017,84.26,112.36,76.75,94.77,127.88,76.62,114.56
10/27/2017,84.47,111.92,76.91,94.72,127.66,76.77,114.13
10/30/2017,84.88,112.47,76.95,95.11,128.47,76.95,#N/A N/A
10/31/2017,84.48,112.38,76.47,94.78,129.17,76.62,113.978
11/1/2017,84.14,112.09,76.67,94.2,128.84,76.77,113.655
11/2/2017,84.2,112.5,77.01,94.6299,127.02,77.22,113.73
11/3/2017,84.14,111.96,77.29,94.44,127.11,76.52,113.77
11/6/2017,84.39,111.98,77.59,94.75,128.09,76.8501,113.6996
11/7/2017,84.27,111.79,77.21,94.54,128.04,76.45,113.59
11/8/2017,84.36,111.87,77.53,94.51,127.55,76.84,113.86
11/9/2017,84.71,112.32,77.8,95.05,127.84,76.84,113.97
11/10/2017,84.58,112.52,77.79,94.9001,128.33,76.639,114.0699
11/13/2017,84.53,112.55,77.5,94.89,127.57,76.29,113.6743
11/14/2017,84.65,113.75,77.47,95.5,127.97,76.33,#N/A N/A
11/15/2017,85.1,113.74,77.26,95.6,128.02,75.91,113.165
11/16/2017,84.92,113.5,77.32,95.0543,128.18,75.93,#N/A N/A
11/17/2017,85.67,113.75,77.26,95.6,128.51,75.72,#N/A N/A
11/20/2017,85.23,113.12,77,95.07,128.63,75.52,112.58
11/21/2017,85.38,113.19,77.14,95.32,128.65,75.82,113.0121
11/22/2017,86.35,113.98,77.66,96.19,129.51,76.24,113.27
11/24/2017,86.03,114.99,77.6,96.44,129.6,76.17,114.6
11/27/2017,86.44,114.73,77.29,96.2531,129.51,76.08,114.755
11/28/2017,86.13,114.16,76.96,95.95,129.8,76.02,#N/A N/A
11/29/2017,85.8,114.25,76.71,95.97,130.37,75.8,113.984
11/30/2017,84.88,114.73,76.45,95.99,131.48,75.7,114.39
12/1/2017,85.66,114.64,77.68,96.71,130.9616,76.1,114
12/4/2017,85.29,114.29,77.64,95.8232,130.92,75.91,113.16
12/5/2017,85.3,113.96,77.69,95.61,130.69,76.1,113.9
12/6/2017,85.57,113.69,77.09,95.4098,130.16,75.62,112.87
12/7/2017,84.86,113.51,76.74,94.95,131.02,75.14,#N/A N/A
12/8/2017,84.59,113.41,76.64,95.1341,130.16,75.05,112.6606
12/11/2017,84.55,113.47,76.71,95.19,129.65,75.29,#N/A N/A
12/12/2017,84.55,113.23,76.65,95.2177,129.46,75.64,113.19
12/13/2017,85.34,113.98,76.91,95.77,130.43,76.37,#N/A N/A
12/14/2017,85.49,113.6,77.35,95.61,130.56,76.76,112.79
12/15/2017,85.27,113.28,76.59,95.3,129.55,76.46,112.04
12/18/2017,85.26,113.55,76.68,95.72,130.07,76.68,113.09
12/19/2017,85.05,114.11,76.625,95.7496,130.11,76.66,113.36
12/20/2017,84.62,114.48,76.91,95.67,130.0901,76.67,#N/A N/A
12/21/2017,84.71,114.43,77.44,95.52,130.13,77.04,113.5301
12/22/2017,84.72,114.24,77.56,95.4276,129.9,77.18,114.29
12/26/2017,84.8,114.31,77.74,95.38,130.03,77.3,114.0701
12/27/2017,84.7,114.59,78.05,95.61,130.27,77.73,115.1395
12/28/2017,85,115.07,78.48,96.38,130.65,77.96,#N/A N/A
12/29/2017,85.14,115.61,78.5,96.83,131.2,78.05,116.18
1/2/2018,85.47,116.2,78.9,97.08,132.14,78.31,116.45
1/3/2018,85.3,115.71,78.68,96.5996,131.33,78.39,116.28
1/4/2018,85.13,116.29,78.95,96.75,131.7,78.68,116.95
1/5/2018,84.84,115.97,79.49,96.71,131.84,78.73,116.85
1/8/2018,84.8533,115.27,79.42,96.47,131.83,78.43,#N/A N/A
1/9/2018,85.2101,114.99,79.15,95.9222,131.57,78.22,115.59
1/10/2018,86.17,115.2,78.631,96.47,131.31,78.39,#N/A N/A
1/11/2018,86.28,115.9,78.77,96.59,131.54,78.89,116.806
1/12/2018,86.42,117.4,79.11,97.42,133.47,79.14,118.37
1/16/2018,86.94,118.16,79.36,98.32,134.05,79.6,118.25
1/17/2018,86.3,117.65,79.4,97.95,134.62,79.96,118.3004
1/18/2018,86.41,117.87,79.45,98.26,134.96,79.99,118.645
1/19/2018,86.64,117.71,78.91,97.9555,134.72,79.97,118.16
1/22/2018,86.48,118.03,79.19,97.97,135.91,80.06,#N/A N/A
1/23/2018,86.98,118.4,79.39,98.41,136,80.01,#N/A N/A
1/24/2018,87.94,119.42,80,99.67,138.09,80.78,119.9058
1/25/2018,87.81,119.46,79.77,100.22,137.34,80.34,120.96
1/26/2018,88.26,119.59,80.02,100.95,137.48,81.14,121.01
1/29/2018,88.07,119.22,79.99,100.5,136.75,81.03,120.36
1/30/2018,88.14,119.35,80,100.7302,137.43,80.81,120.66
1/31/2018,87.88,119.58,80.21,101.229,137.9726,80.62,120.4971
2/1/2018,87.78,120.47,80.39,101.78,138.69,80.45,121.32
2/2/2018,87.13,120,79.41,101.24,137.25,79.27,120.3
2/5/2018,87.8,119.29,78.77,100.77,135.68,78.82,119.4918
2/6/2018,87.57,119.11,78.82,100.5676,135.5499,78.88,119.61
2/7/2018,87.52,118.06,78.49,99.79,134.8699,78.2,118.3
2/8/2018,88.21,117.89,78.2099,100.67,135.05,77.75,117.3294
2/9/2018,88.21,117.79,78.28,100.41,134.35,77.99,116.86
2/12/2018,88.3,118.29,78.28,100.33,134.41,78.47,117.59
2/13/2018,88.99,118.92,78.32,100.73,134.93,78.58,#N/A N/A
2/14/2018,89.68,119.96,78.86,101.34,136.09,79.31,119.13
2/15/2018,90.41,120.33,79.01,102.2,136.98,79.42,119.65
2/16/2018,90.22,119.4,78.57,101.54,136.1757,79.08,119.271
2/20/2018,89.39,118.73,78.02,100.65,135.95,78.85,117.55
2/21/2018,89.04,118.3,77.74,100.3432,135.24,78.1109,117.42
2/22/2018,89.91,118.61,77.6,100.93,135.51,78.46,#N/A N/A
2/23/2018,89.72,118.33,77.91,100.5624,135.69,78.38,116.2
2/26/2018,89.63,118.48,77.83,100.36,135.67,78.53,#N/A N/A
2/27/2018,89.28,117.72,77.3,100.27,135.18,77.91,115.7649
2/28/2018,89.94,117.41,76.88,99.7217,133.74,77.68,#N/A N/A
3/1/2018,90.31,117.97,76.91,99.9,133.82,77.6,114.29
3/2/2018,90.74,118.61,76.549,100.4748,134.01,77.61,115.12
3/5/2018,90.31,118.67,75.97,100.149,134.54,77.66,#N/A N/A
3/6/2018,90.29,119.29,76.56,100.06,134.92,78.15,115.5175
3/7/2018,90.41,119.39,76.49,99.82,135.07,78.23,115.25
3/8/2018,90.23,118.46,76.49,98.93,134.23,77.87,114.79
3/9/2018,89.74,118.39,76.96,98.99,134.54,78.48,115.24
3/12/2018,90.17,118.68,76.88,99.37,135.0999,78.79,#N/A N/A
3/13/2018,89.99,119.11,76.07,99.73,135.63,78.58,115.5134
3/14/2018,90.25,118.99,76.17,99.64,135.7,78.8,116.18
3/15/2018,90.24,118.32,75.58,98.93,135.41,78,#N/A N/A
3/16/2018,90.4,118.17,75.35,98.82,135.48,77.13,#N/A N/A
3/19/2018,90.32,118.65,75.54,99.06,136.3,77.16,#N/A N/A
3/20/2018,89.97,117.78,75.4,98.5068,135.99,76.82,115.66
3/21/2018,90.52,118.73,76.45,99.17,137.43,77.69,115.8453
3/22/2018,90.98,118.45,76.35,99.16,137.08,77.07,114.878
3/23/2018,91.52,118.91,76.68,99.4586,137.39,77.03,115.05
3/26/2018,90.91,119.72,76.72,99.67,138.2399,77.46,115.97
3/27/2018,90.87,119.22,76.53,99.37,137.45,76.77,115.1
3/28/2018,89.59,118.31,76.32,98.27,136.75,76.64,113.41
3/29/2018,90.11,118.33,76.55,98.4001,136.29,76.89,113.39
4/2/2018,90.52,118.33,76.38,98.54,136.47,76.58,112.9393
4/3/2018,89.85,117.93,77.03,98.0638,136.53,76.8,113.11
4/4/2018,89.73,118.08,77.21,97.9387,136.78,77.18,112.8973
4/5/2018,89.17,117.65,77.3,97.58,136.01,76.82,112.51
4/6/2018,89.68,118.1,77.24,98.1,136.84,76.798,#N/A N/A
4/9/2018,89.83,118.45,77.61,98.35,137.2232,76.98,113.4
4/10/2018,89.39,118.75,78.26,98.23,137.6799,77.66,113.9926
4/11/2018,89.7,118.86,78.45,98.0694,137.63,77.61,113.7674
4/12/2018,89.35,118.51,78.3557,97.69,138.17,77.59,112.3481
4/13/2018,89.21,118.59,78.23,97.7,138.31,77.73,#N/A N/A
4/16/2018,89.44,118.94,78.46,97.94,139.18,77.86,112.46
4/17/2018,89.51,118.92,78.6,97.33,138.74,77.73,#N/A N/A
4/18/2018,89.34,118.92,78.15,97.1485,137.92,77.89,112.7431
4/19/2018,89.23,118.69,77.92,96.77,136.84,77.35,112.9282
4/20/2018,89.01,118.05,77.35,96.38,136.07,76.73,#N/A N/A
4/23/2018,88.1,117.34,76.8,96.01,135.4,76.115,111.1946
4/24/2018,88.1,117.56,76.92,96.03,135.79,76.12,111.36
4/25/2018,87.63,116.98,76.79,95.62,135.26,75.69,110.719
4/26/2018,87.63,116.34,76.59,95.01,135.15,75.56,109.27
4/27/2018,87.84,116.56,76.89,95.15,133.83,75.87,109.27
4/30/2018,87.65,116.04,76.83,94.83,133.67,75.33,108.16
5/1/2018,87.17,115.27,76.69,94.28,132.17,74.8215,107.1025
5/2/2018,87.14,114.75,76.59,93.96,131.7,74.89,106.2401
5/3/2018,87.74,115.16,76.72,94.15,131.71,75.32,107.45
5/4/2018,87.8,114.89,76.69,93.87,131.4,75.31,107.58
5/7/2018,87.85,114.56,76.52,93.66,131.63,75.14,107.1501
5/8/2018,87.79,113.98,76.16,93.75,131.53,74.51,#N/A N/A
5/9/2018,87.29,113.84,76.72,93.42,131.54,74.61,108.7818
5/10/2018,87.57,114.57,77.28,93.7583,131.24,75.36,109.47
5/11/2018,87.65,114.73,77.1216,93.8599,131.4601,75.5,110.11
5/14/2018,87.33,114.66,77.02,93.9,131.63,75.28,109.6389
5/15/2018,86.77,113.73,76.66,93.7424,131.16,74.72,108.285
5/16/2018,86.79,113.37,77.11,93.77,130.96,75.14,108.6862
5/17/2018,86.46,113.3,77.09,93.78,131.1184,75.12,#N/A N/A
5/18/2018,86.5,113.03,76.58,94.12,130.9,75.1228,108.1
5/21/2018,86.26,113.2,77.09,94.16,130.35,75.83,108.6398
5/22/2018,86.36,113.15,76.97,94.6299,130.41,75.77,108.845
5/23/2018,86.96,112.41,76.871,94.34,129.65,75.39,#N/A N/A
5/24/2018,87.6499,112.58,76.53,94.74,129.91,75.82,108.1858
5/25/2018,87.49,111.99,76.04,94.74,129.26,75.5,107.995
5/29/2018,88.13,110.77,75.79,94.76,128.62,75.07,105.69
5/30/2018,87.89,111.97,76.62,94.91,128.95,75.82,107.19
5/31/2018,88.03,112.24,76.09,95.28,129.04,75.69,107.3706
6/1/2018,87.37,111.89,76.11,95,129.54,75.6746,106.93
6/4/2018,87.16,112.3,76.27,95.02,129.21,76.47,107.875
6/5/2018,87.29,112.46,76.01,95.38,129.99,76.13,108.14
6/6/2018,86.89,113.01,76.11,95.19,130.17,76.62,108.07
6/7/2018,87.29,113.26,75.97,95.77,130.28,76.21,108.97
6/8/2018,87.49,112.96,76.25,95.27,130.14,75.96,108.53
6/11/2018,87.01,113.12,75.96,95.27,129.9068,76.1,109.088
6/12/2018,86.77,112.81,75.78,95.2,129.8,75.72,109.895
6/13/2018,86.81,113.17,75.94,95.24,129.88,75.76,109.8099
6/14/2018,86.56,111.19,75.35,94.23,128.88,74.87,108.6674
6/15/2018,86.58,111.47,74.83,94.13,128.86,74.46,#N/A N/A
6/18/2018,86.61,111.5,74.77,94.62,128.52,74.24,107.15
6/19/2018,87.01,111.14,74.27,94.32,127.88,73.78,105.96
6/20/2018,86.74,111.15,74.09,94.22,127.95,73.7,106.3
6/21/2018,87.05,111.44,74.16,94.7253,128.53,73.89,106.3147
6/22/2018,87.07,111.9,74.31,94.95,128.6885,74.43,106.465
6/25/2018,87.18,112.28,74.18,95.04,128.84,74.1,106.7892
6/26/2018,86.96,111.74,74.135,94.68,128.29,73.94,106.3034
6/27/2018,86.83,110.88,73.82,94.11,127.24,73.35,105.18
6/28/2018,86.62,110.97,74.3998,93.96,126.88,73.55,104.5906
6/29/2018,86.47,112.06,75.05,94.75,128.08,74.04,105.341
7/2/2018,86.35,111.47,74.7175,94.31,127.4,73.3,104.81
7/3/2018,86.62,111.8,74.93,94.51,127.7642,73.71,106.86
