Dates,FXY,FXE,FXC,FXF,FXB,FXA,FXS
6/15/2015,78.7,110.81,80.73,104.57,153.0399,77.705,121.06
6/16/2015,78.7,110.4,80.76,104.23,153.41,77.46,120.8
6/17/2015,78.68,111.38,81.25,105.45,155.33,77.41,121.83
6/18/2015,79.03,111.72,81.28,105.45,155.8299,78.03,121.71
6/19/2015,79.17,111.41,81,105.99,155.66,77.74,121.59
6/22/2015,78.71,111.31,80.67,105.38,155.1,77.31,121.22
6/23/2015,78.39,109.66,80.59,103.94,154.28,77.4,121.22
6/24/2015,78.4199,109.94,80.19,103.98,153.93,77.11,119.66
6/25/2015,78.58,110.03,80.65,103.72,154.35,77.48,119.66
6/26/2015,78.42,109.7,80.7099,103.95,154.37,76.61,119.0499
6/29/2015,79.29,110.37,80.23,104.96,154.251,76.93,120.48
6/30/2015,79.35,109.46,79.58,103.89,154.06,77.19,120.48
7/1/2015,78.85,108.53,78.98,102.5,153.15,76.48,120.48
7/2/2015,78.91,108.81,79.24,102.95,153.0399,76.29,117.53
7/6/2015,79.28,108.51,78.54,103.08,153.03,74.98,117.02
7/7/2015,79.25,108.14,78.2,102.67,151.67,74.51,116
7/8/2015,80.46,108.7,78.05,102.75,150.61,74.29,116.31
7/9/2015,80.03,108.25,78.24,102.41,150.82,74.5,116.1699
7/10/2015,79.03,109.41,78.358,103.3,152.14,74.46,117.1
7/13/2015,78.66,107.98,78.03,102.22,151.87,74.12,116.434
7/14/2015,78.68,108.03,78.02,102.74,153.34,74.51,116.434
7/15/2015,78.44,107.52,76.95,102.01,153.35,73.82,116.434
7/16/2015,78.23,106.8,76.65,101.35,153.07,74.08,115.6401
7/17/2015,78.27,106.47,76.56,101.04,153.24,73.87,114.255
7/20/2015,78.13,106.37,76.51,100.71,152.63,73.78,114.255
7/21/2015,78.35,107.36,76.79,101.28,152.46,74.23,115.44
7/22/2015,78.3,107.17,76.23,101.06,153,73.78,114.7799
7/23/2015,78.43,107.93,76.24,101.2,152.22,73.62,#N/A N/A
7/24/2015,78.41,107.75,76.23,100.84,152.026,72.96,114.88
7/27/2015,78.76,108.9,76.2155,100.76,152.54,72.83,114.88
7/28/2015,78.58,108.56,76.89,100.8,152.97,73.36,114.88
7/29/2015,78.31,107.77,76.8,100.24,153,73.02,114.88
7/30/2015,78.21,107.29,76.4,100.09,152.95,73.03,114.88
7/31/2015,78.32,107.79,75.97,100.4599,153.12,73.19,114.88
8/3/2015,78.3,107.49,75.53,100.07,152.76,72.76,114.88
8/4/2015,78.08,106.88,75.39,99.13,152.67,73.84,114.88
8/5/2015,77.75,107.03,75.34,99.0642,152.94,73.57,113.42
8/6/2015,77.85,107.25,75.819,98.92,152.14,73.49,112.952
8/7/2015,78.16,107.52,75.65,98.57,151.79,74.09,112.2701
8/10/2015,77.93,108.1,76.448,98.6001,152.79,74.12,113.3688
8/11/2015,77.62,108.35,75.82,98.0901,152.73,73.05,113.3688
8/12/2015,78.21,109.63,76.58,99.54,153.18,73.88,115.06
8/13/2015,78.01,109.44,76.05,99.38,152.89,73.7,115.06
8/14/2015,78.09,108.96,75.92,99.3,153.41,73.75,115.06
8/17/2015,78.04,108.71,75.94,99.29,152.81,73.8,115.88
8/18/2015,78.04,108.24,76.09,99.304,153.56,73.46,115.88
8/19/2015,78.4,109.19,75.79,100.5199,153.75,73.58,115.15
8/20/2015,78.62,110.05,75.97,101.02,153.85,73.47,115.62
8/21/2015,79.49,111.5,75.43,102.27,153.85,73.38,117.88
8/24/2015,81.86,113.77,74.92,104.01,154.71,71.85,119.0204
8/25/2015,81.66,112.76,74.4499,103.03,153.83,71.41,117.73
8/26/2015,80.97,111.22,74.57,101.62,151.67,71.2,115.781
8/27/2015,80.24,110.31,75.13,100.28,151.12,71.7,116.43
8/28/2015,79.9125,109.74,75.17,100.74,150.99,71.72,116.43
8/31/2015,80.04,110.05,75.5,100.2201,150.37,71.23,116.95
9/1/2015,81.04,110.85,75.14,100.97,150.09,70.21,116.5201
9/2/2015,80.66,110.15,74.86,99.93,150,70.42,117.08
9/3/2015,80.85,109.1,75.27,99.56,149.57,70.07,116.82
9/4/2015,81.53,109.31,74.9,99.63,148.804,69.25,116.53
9/8/2015,80.9001,109.84,75.22,98.89,150.92,70.32,117.4
9/9/2015,80.51,109.93,74.99,99.41,150.53,70.17,117.4
9/10/2015,80.43,110.62,75.11,99.58,151.38,70.73,#N/A N/A
9/11/2015,80.46,111.22,74.97,100.05,151.16,70.88,119.6615
9/14/2015,80.76,111.06,74.92,100.08,151.19,71.37,119.602
9/15/2015,80.56,110.5,74.95,99.42,150.35,71.52,#N/A N/A
9/16/2015,80.45,110.68,75.43,99.79,151.81,72.04,119.5301
9/17/2015,80.92,112.19,75.42,101.02,152.77,71.76,#N/A N/A
9/18/2015,80.83,110.63,75.18,99.98,152.11,72,119.52
9/21/2015,80.52,109.79,75.01,99.79,151.85,71.3576,118.0616
9/22/2015,80.79,109.16,74.92,99.38,150.67,70.95,#N/A N/A
9/23/2015,80.67,109.64,74.42,98.9295,149.49,69.95,#N/A N/A
9/24/2015,80.83,110.06,74.6,99.34,149.3965,70.36,117.6024
9/25/2015,80.43,109.88,74.56,98.82,148.7099,70.368,#N/A N/A
9/28/2015,80.85,110.13,74.17,99.3,148.676,69.92,#N/A N/A
9/29/2015,81.008,110.32,73.991,99.77,148.52,69.98,117.5426
9/30/2015,80.83,109.58,74.42,99.3395,148.21,70.25,#N/A N/A
10/1/2015,80.9,109.69,74.9,99.1,148.34,70.34,117.8
10/2/2015,80.76,109.85,75.43,99.62,148.8899,70.484,117.88
10/5/2015,80.52,109.64,75.9,99.3,148.49,70.88,118.08
10/6/2015,80.7,110.57,76.25,100.146,149.31,71.77,#N/A N/A
10/7/2015,80.81,110.23,75.9901,99.5101,150.18,72.1795,119.51
10/8/2015,80.85,110.52,76.33,100.15,150.47,72.62,119.4727
10/9/2015,80.66,111.29,76.78,100.66,150.0111,73.31,120.17
10/12/2015,80.79,111.37,76.3101,100.6,150.38,73.63,120.6199
10/13/2015,80.97,111.6,76.29,101.17,149.57,72.66,#N/A N/A
10/14/2015,81.72,112.58,76.8599,101.996,151.7085,73.16,#N/A N/A
10/15/2015,81.6,111.51,77.3,101.83,151.73,73.33,#N/A N/A
10/16/2015,81.14,111.28,76.94,101.57,151.25,72.78,119.9
10/19/2015,81.09,111.02,76.24,101.22,151.52,72.49,118.4
10/20/2015,80.91,111.13,76.48,101.21,151.26,72.64,118.6
10/21/2015,80.85,111.13,75.58,100.896,150.98,72.22,#N/A N/A
10/22/2015,80.38,108.9,75.77,99.41,150.79,72.18,116.4601
10/23/2015,79.88,107.95,75.33,98.79,150.1499,72.2335,115.77
10/26/2015,80.11,108.28,75.4117,98.42,150.38,72.53,115.7
10/27/2015,80.51,108.23,74.82,98.09,149.9155,72.06,116
10/28/2015,80.0001,107.05,75.25,97.2301,149.49,71.06,115.471
10/29/2015,80.03,107.54,75.38,97.68,150.02,70.79,114.98
10/30/2015,80.35,107.76,75.91,97.92,151.14,71.41,116
11/2/2015,80.27,107.95,75.77,98.03,151.01,71.429,115.59
11/3/2015,80.1,107.45,76.08,97.66,151.101,71.9702,115.0235
11/4/2015,79.79,106.43,75.46,97.3899,150.73,71.54,113.9851
11/5/2015,79.62,106.58,75.38,97.14,149.02,71.4284,114.17
11/6/2015,78.66,105.3,74.65,96.14,147.44,70.52,112.98
11/9/2015,78.72,105.37,74.76,96.41,148.07,70.5401,113.57
11/10/2015,78.67,104.97,74.8299,96.1,148.0999,70.3,113.0735
11/11/2015,78.91,105.23,74.82,96.26,149.06,70.65,113.31
11/12/2015,79.06,105.88,74.73,96.65,149.15,71.32,114.19
11/13/2015,79.04,105.34,74.5295,96,149.143,71.31,112.88
11/16/2015,78.69,104.69,74.5,95.77,148.95,70.9901,113.17
11/17/2015,78.54,104.31,74.56,95.324,149.04,71.25,112.35
11/18/2015,78.47,104.36,74.5,94.78,149.2269,71.11,112.83
11/19/2015,78.92,105.13,74.63,95.4699,149.78,71.9899,#N/A N/A
11/20/2015,78.87,104.25,74.39,94.9,148.8,72.4,112.86
11/23/2015,78.9,104.09,74.2,94.9,148.03,71.94,112.8299
11/24/2015,79.17,104.29,74.56,95.15,147.69,72.57,113.05
11/25/2015,79,103.97,74.65,94.6,148.11,72.57,112.7
11/27/2015,78.9395,103.81,74.21,93.91,147.41,72,112.77
11/30/2015,78.74,103.49,74.29,93.9856,147.49,72.39,112.82
12/1/2015,78.9,104.16,74.26,94.12,147.72,73.28,113.3401
12/2/2015,78.66,103.97,74.35,94.84,146.37,73.03,113.53
12/3/2015,79.17,107.27,74.4,97.47,148.35,73.48,115.99
12/4/2015,78.71,106.51,74.19,96.96,147.96,73.39,115.67
12/7/2015,78.59,106.23,73.44,96.59,147.378,72.66,115.15
12/8/2015,78.81,106.69,73.03,97.39,146.97,72.101,115.53
12/9/2015,79.85,107.88,73.13,98.1999,148.65,72.26,116.78
12/10/2015,79.71,107.22,72.77,97.81,148.45,72.78,115.85
12/11/2015,80.18,107.62,72.23,98.21,149.11,71.91,115.72
12/14/2015,80.08,107.59,72.23,97.95,148.24,72.46,115.73
12/15/2015,79.63,106.94,72.22,97.37,147.21,71.99,115.66
12/16/2015,79.33,106.93,71.98,97.58,146.8901,72.33,115.97
12/17/2015,78.93,105.94,71.13,96.88,145.93,71.3,#N/A N/A
12/18/2015,79.88,106.47,71.15,97.38,146.1,71.83,114.89
12/21/2015,79.98,106.95,71.06,97.41,145.79,71.92,115.47
12/22/2015,80.05,107.21,71.17,97.8,145.07,72.34,116.723
12/23/2015,80.16,106.96,71.63,97.54,145.6,72.51,116.569
12/24/2015,80.54,107.24,71.65,97.76,146.16,72.74,116.97
12/28/2015,80.52,107.42,71.35,97.76,145.68,72.59,#N/A N/A
12/29/2015,80.45,107.06,71.76,97.39,145.1621,73.07,#N/A N/A
12/30/2015,80.37,107.02,71.43,97.87,145.07,72.98,116.69
12/31/2015,80.63,106.4,71.67,96.37,144.32,72.9689,116.4658
1/4/2016,81.08,106.02,71.17,96.25,144.08,71.87,116.2
1/5/2016,81.4,105.24,70.9101,95.68,143.65,71.62,114.34
1/6/2016,81.8,105.62,70.46,95.86,143.22,70.68,114.12
1/7/2016,82.43,107.04,70.39,97.25,143.13,70.06,116.0557
1/8/2016,82.47,106.88,70.13,97.0441,142.22,69.76,#N/A N/A
1/11/2016,82.32,106.2,69.7311,96.3301,142.45,69.95,#N/A N/A
1/12/2016,82.32,106.23,69.56,96.23,141.36,69.92,115.1
1/13/2016,82.34,106.53,69.16,95.93,141.4299,69.7,115.15
1/14/2016,82.07,106.31,69.09,95.86,141.13,69.9,114.88
1/15/2016,82.8,106.86,68.26,96.29,139.52,68.66,114.88
1/19/2016,82.41,106.76,68.14,96.18,138.78,69.28,#N/A N/A
1/20/2016,82.93,106.56,68.45,96.05,138.716,69.21,#N/A N/A
1/21/2016,82.4,106.53,69.45,95.88,139.26,70.19,#N/A N/A
1/22/2016,81.55,105.63,70.11,94.93,139.7011,70.14,#N/A N/A
1/25/2016,81.86,106.21,69.53,95.04,139.48,69.57,114.69
1/26/2016,81.75,106.27,70.48,94.82,140.55,70.23,114.8201
1/27/2016,81.63,106.59,70.3075,95.02,139.42,70.31,115.4
1/28/2016,81.48,107.06,70.59,95.162,140.62,70.91,115.438
1/29/2016,80.01,105.97,70.8,94.17,139.47,70.84,114.42
2/1/2016,80.02,106.59,71.2,94.624,141.35,71.06,#N/A N/A
2/2/2016,80.68,106.79,70.71,94.63,141.17,70.53,114.55
2/3/2016,82.31,108.68,72.03,96.05,142.83,71.81,116.42
2/4/2016,82.95,109.64,72.17,97.12,142.6501,72.03,117
2/5/2016,82.8,109.08,71.29,97.22,141.8073,70.73,#N/A N/A
2/8/2016,83.77,109.48,71.19,97.74,141.24,70.91,115.9426
2/9/2016,84.16,110.5,71.48,99.28,141.55,70.7,#N/A N/A
2/10/2016,85.5,110.46,71.19,99.17,142.26,71.13,#N/A N/A
2/11/2016,86.21,110.78,71.2109,99.1999,141.7,71.03,117.37
2/12/2016,85.48,110.07,71.5201,98.7,142,71.0499,116.09
2/16/2016,84.98,108.97,71.41,97.51,139.86,71.07,#N/A N/A
2/17/2016,85.08,108.87,72.37,97.22,139.86,71.84,#N/A N/A
2/18/2016,85.54,108.53,72.11,97.02,140.256,71.49,#N/A N/A
2/19/2016,85.92,108.88,72.0135,97.3801,140.5,71.5299,#N/A N/A
2/22/2016,85.84,107.8,72.33,96.48,138.48,72.43,#N/A N/A
2/23/2016,86.41,107.75,72.02,97.23,137.14,72.18,115.63
2/24/2016,86.45,107.66,72.44,97.44,136.37,72.04,115.57
2/25/2016,85.75,107.83,73.21,97.36,136.6901,72.35,115.4555
2/26/2016,84.99,106.96,73.3727,96.78,135.7,71.3311,#N/A N/A
2/29/2016,85.88,106.37,73.27,96.44,136.25,71.43,114.3
3/1/2016,85.02,106.26,73.91,96.68,136.55,71.81,113.6597
3/2/2016,85.42,106.23,73.82,96.74,137.78,72.95,#N/A N/A
3/3/2016,85.18,107.19,74,97.23,138.84,73.6299,115
3/4/2016,84.94,107.58,74.44,97.02,139.2,74.32,#N/A N/A
3/7/2016,85.42,107.68,74.67,96.77,139.6,74.7001,115
3/8/2016,86.01,107.59,73.87,96.75,139.08,74.35,#N/A N/A
3/9/2016,85.39,107.57,74.81,96.6001,139.16,74.86,116.364
3/10/2016,85.54,109.3,74.3,97.9,139.73,74.5199,117
3/11/2016,85.09,109.01,74.93,98.02,140.63,75.62,#N/A N/A
3/14/2016,85.11,108.47,74.74,97.59,139.87,75.09,117.332
3/15/2016,85.6,108.61,74.18,97.6,138.46,74.6,117.7241
3/16/2016,85.97,109.81,75.56,98.6501,139.65,75.6389,119.005
3/17/2016,86.92,110.65,76.3,99.55,141.81,76.48,119.7109
3/18/2016,86.68,110.2,76.05,99.2812,141.64,76.05,#N/A N/A
3/21/2016,86.56,109.9,75.77,99.37,140.66,75.87,#N/A N/A
3/22/2016,86.19,109.64,76.04,99,139.01,76.31,119.0287
3/23/2016,86.09,109.25,75.0501,98.7936,138.08,75.3,118.5
3/24/2016,85.81,109.26,74.87,98.71,138.42,75.41,117.99
3/28/2016,85.32,109.45,75.16,98.884,139.51,75.47,118.2577
3/29/2016,85.95,110.38,75.89,99.6825,140.8,76.5199,#N/A N/A
3/30/2016,86.07,110.75,76.47,99.82,140.68,76.75,120.26
3/31/2016,86.02,111.18,76.33,100.17,140.56,76.75,120.62
4/1/2016,86.67,111.29,76.17,100.44,139.2,76.8,120.7
4/4/2016,86.97,111.3,75.84,100.35,139.58,76.07,#N/A N/A
4/5/2016,87.66,111.21,75.3399,100.616,138.53,75.37,120.16
4/6/2016,88.16,111.36,75.71,100.692,138.2075,76.141,120.1394
4/7/2016,89.27,111.12,75.42,100.71,137.5,75.11,120.09
4/8/2016,89.44,111.39,76.22,100.94,138.23,75.561,#N/A N/A
4/11/2016,89.7,111.4,76.82,100.89,139.3,76.02,120.68
4/12/2016,89.25,111.28,77.7,100.78,139.5668,76.91,#N/A N/A
4/13/2016,88.56,110.22,77.34,99.57,138.98,76.6,#N/A N/A
4/14/2016,88.44,109.97,77.12,99.59,138.47,76.96,120.5
4/15/2016,89.03,110.21,77.22,99.46,138.91,77.24,120.4762
4/18/2016,88.91,110.47,77.46,99.745,139.6,77.55,#N/A N/A
4/19/2016,88.69,110.99,78.27,100.1399,140.85,78.26,121.2177
4/20/2016,88.14,110.28,78.36,98.9599,140.23,77.96,120.7358
4/21/2016,88.4,110.29,77.85,98.7315,140.17,77.4511,120.2401
4/22/2016,86.73,109.63,78.19,98.3231,140.99,77.15,#N/A N/A
4/25/2016,87.01,109.96,78.11,98.56,141.61,77.1,120.06
4/26/2016,86.79,110.24,78.5,98.7564,142.5,77.44,#N/A N/A
4/27/2016,86.69,110.47,78.52,99.07,142.18,75.849,121.25
4/28/2016,89.59,110.87,78.95,99.5401,142.93,76.32,121.25
4/29/2016,90.93,111.84,78.97,100.33,142.91,76.09,#N/A N/A
5/2/2016,90.91,112.49,79.02,100.75,143.5,76.6106,122.75
5/3/2016,90.93,112.35,77.9238,100.77,142.22,74.9246,122.77
5/4/2016,90.57,112.19,76.97,100.51,141.77,74.58,#N/A N/A
5/5/2016,90.25,111.35,76.98,99.31,141.67,74.66,#N/A N/A
5/6/2016,90.34,111.34,76.6607,98.94,141.13,73.6999,120.4099
5/9/2016,89.29,111.12,76.42,99.04,140.89,73.1,119.94
5/10/2016,88.52,111.02,76.7197,98.53,141.26,73.68,#N/A N/A
5/11/2016,89.17,111.55,77.0801,99,141.3,73.8,120.24
5/12/2016,88.7,111.06,77.18,99.03,141.35,73.33,#N/A N/A
5/13/2016,89.11,110.45,76.6,98.69,140.42,72.73,118.3817
5/16/2016,88.77,110.5,76.81,98.32,140.78,72.97,#N/A N/A
5/17/2016,88.68,110.48,76.76,98.1144,141.41,73.28,118.62
5/18/2016,87.8,109.53,76.07,97.4023,142.67,72.3,117.08
5/19/2016,87.97,109.31,75.6,97.01,142.75,72.3,117.1
5/20/2016,87.76,109.51,75.47,97.095,141.69,72.31,117.5636
5/23/2016,88.56,109.47,75.33,97.16,141.64,72.26,117.19
5/24/2016,87.98,108.74,75.33,96.76,143.07,71.8362,117.625
5/25/2016,87.87,108.89,76.06,97.0042,143.88,72.07,#N/A N/A
5/26/2016,88.12,109.2,76.37,97.1565,143.39,72.28,117.86
5/27/2016,87.65,108.44,75.99,96.6,142.89,71.93,117.3
5/31/2016,87.36,108.59,75.54,96.65,141.61,72.3489,117.184
6/1/2016,88.3,109.24,75.8199,97.24,140.89,72.544,117.73
6/2/2016,88.93,108.82,75.6,96.95,141.15,72.27,#N/A N/A
6/3/2016,90.75,110.87,76.51,98.39,141.9672,73.71,#N/A N/A
6/6/2016,89.95,110.88,77.32,99.05,141.43,73.71,120.24
6/7/2016,90.15,110.81,77.55,99.56,142.22,74.57,120.34
6/8/2016,90.35,111.21,77.99,100.1048,141.88,74.76,#N/A N/A
6/9/2016,90.37,110.45,77.9,99.67,141.66,74.4,119.64
6/10/2016,90.6,109.81,77.66,99.67,139.43,73.81,118.3
6/13/2016,91.08,110.22,77.35,99.6008,139.13,73.88,118.5
6/14/2016,91.16,109.3,77.07,99.7,137.93,73.62,117.39
6/15/2016,91.24,109.81,76.62,99.89,138.74,74.01,117.2
6/16/2016,92.63,109.68,76.44,99.65,139,73.72,116
6/17/2016,92.83,110.06,76.9,100.02,140.41,74.03,#N/A N/A
6/20/2016,93.11,110.3,77.32,99.8,143.62,74.59,#N/A N/A
6/21/2016,92.26,109.73,77.33,99.87,142.99,74.612,118.124
6/22/2016,92.55,110.25,77.14,100.14,143.64,75.11,#N/A N/A
6/23/2016,91.29,111.04,77.55,100.13,145.46,76.14,119.1546
6/24/2016,94.57,108.05,76.19,98.81,133.3,74.72,115
6/27/2016,94.71,107.43,75.78,98.02,129.23,73.53,114
6/28/2016,94.2,108.06,75.96,97.85,130.57,73.93,114.26
6/29/2016,94.02,108.28,76.3,97.88,131.32,74.46,115.05
6/30/2016,93.58,108.17,76.65,98.29,130.15,74.64,#N/A N/A
7/1/2016,94.24,108.61,76.68,98.58,129.87,74.96,115.59
7/5/2016,95.07,107.89,76.08,98.24,127.38,74.59,114.3599
7/6/2016,95.42,108.27,76.4,98.36,126.42,75.22,114.2571
7/7/2016,95.96,107.85,76.12,98.06,126.21,74.87,113.6906
7/8/2016,96.26,107.74,75.93,97.53,126.54,75.66,113.494
7/11/2016,94.01,107.82,75.46,97.66,127.08,75.3998,113.6426
7/12/2016,92.14,107.87,75.97,97.04,129.57,76.33,114.26
7/13/2016,92.53,108.17,76.29,97.49,128.44,76.0976,115.05
7/14/2016,91.77,108.35,76.78,97.9064,130.36,76.39,115.045
7/15/2016,91.62,107.89,76.56,97.64,129.26,76.03,114.2
7/18/2016,91.01,107.92,76.51,97.65,129.55,76.06,114.07
7/19/2016,91.05,107.4,76.01,97.3508,127.93,75.12,#N/A N/A
7/20/2016,90.31,107.4,75.85,97.22,129.15,74.86,#N/A N/A
7/21/2016,91.43,107.45,75.668,97.3,129.05,75.03,#N/A N/A
7/22/2016,91.03,106.95,75.32,97.03,128.09,74.7182,112.596
7/25/2016,91.35,107.13,74.88,97.25,128.4,74.723,#N/A N/A
7/26/2016,92.4,107.08,75.05,96.74,128.33,75.12,112.56
7/27/2016,91.78,107.74,75.07,97.2,128.97,74.88,#N/A N/A
7/28/2016,91.7,107.96,75.22,97.81,128.62,75.0968,#N/A N/A
7/29/2016,94.71,108.96,75.81,98.93,129.35,76.09,113.91
8/1/2016,94.42,108.81,75.45,99.0419,128.77,75.3,113.69
8/2/2016,95.81,109.38,75.5611,99.4191,130.43,76.06,114.5
8/3/2016,95.49,108.64,75.72,98.54,130.1111,75.8463,113.93
8/4/2016,95.53,108.46,76.01,98.46,128.34,76.3,#N/A N/A
8/5/2016,94.95,108.03,75.21,97.79,127.76,76.22,#N/A N/A
8/8/2016,94.32,107.98,75.21,97.56,127.42,76.54,113.6076
8/9/2016,94.78,108.28,75.44,97.65,127.06,76.7299,114.28
8/10/2016,95.42,108.9,75.78,98.35,127.13,77.0789,115.3
8/11/2016,94.86,108.53,76.25,98.3311,126.65,77.09,115.1
8/12/2016,95.45,108.72,76.35,98.344,126.15,76.5414,115.47
8/15/2016,95.42,108.98,76.61,98.5367,125.84,76.77,#N/A N/A
8/16/2016,96.36,109.89,77.01,99.6,127.43,76.99,115.81
8/17/2016,96.4,109.92,76.96,99.56,127.34,76.47,115.544
8/18/2016,96.69,110.72,77.51,100.49,128.68,76.97,#N/A N/A
8/19/2016,96.5,110.32,76.96,99.82,127.81,76.2822,116.31
8/22/2016,96.31,110.28,76.39,99.6501,128.34,76.34,116.22
8/23/2016,96.4,110.11,76.65,99.51,128.95,76.21,#N/A N/A
8/24/2016,96.15,109.68,76.53,99.07,129.25,76.11,115.94
8/25/2016,96.065,109.88,76.56,98.9812,128.85,76.19,#N/A N/A
8/26/2016,94.88,109.01,76.11,97.94,128.3092,75.64,115.2901
8/29/2016,94.82,108.98,76.01,97.95,128.06,75.79,#N/A N/A
8/30/2016,93.77,108.52,75.569,97.37,127.77,75.13,113.7401
8/31/2016,93.35,108.65,75.46,97.4,128.31,75.242,113.6424
9/1/2016,93.61,109.1,75.6175,97.82,129.59,75.55,#N/A N/A
9/2/2016,92.86,108.66,76.17,97.7,129.9,75.69,113.41
9/6/2016,94.7,109.47,77.01,98.72,131.14,76.8299,114.8602
9/7/2016,94.95,109.46,76.68,98.7793,130.33,76.74,115.2891
9/8/2016,94.21,109.61,76.53,98.4401,129.91,76.4225,115.3
9/9/2016,94.05,109.29,75.909,98.178,129.65,75.55,114.34
9/12/2016,94.88,109.38,75.8,98.5812,130.29,75.62,#N/A N/A
9/13/2016,94.07,109.16,75.16,97.953,128.91,74.66,#N/A N/A
9/14/2016,94.3,109.54,74.97,98.3527,129.32,74.73,114.5201
9/15/2016,94.55,109.5,75.19,98.5352,129.4,75.13,114.64
9/16/2016,94.42,108.58,74.88,97.63,127.09,74.94,113.6111
9/19/2016,94.85,108.84,74.94,97.748,127.35,75.4,113.55
9/20/2016,94.9,108.62,74.9,97.84,126.86,75.5526,#N/A N/A
9/21/2016,96.13,108.93,75.47,98.3287,127.42,76.28,#N/A N/A
9/22/2016,95.79,109.08,75.77,98.78,127.7,76.45,113.672
9/23/2016,95.54,109.31,75.12,98.7789,126.63,76.209,113.96
9/26/2016,96.34,109.55,74.75,98.8295,126.72,76.4099,#N/A N/A
9/27/2016,96.21,109.2,74.938,98.632,127.11,76.711,113.28
9/28/2016,95.93,109.17,75.5,98.58,127.14,76.91,#N/A N/A
9/29/2016,95.56,109.18,75.24,99.09,126.66,76.475,113.3465
9/30/2016,95.21,109.35,75.42,98.5344,126.6,76.618,113.2
10/3/2016,95.02,109.12,75.46,98.3301,125.46,76.78,#N/A N/A
10/4/2016,93.86,109.03,74.99,97.7201,124.3244,76.279,113.01
10/5/2016,93.24,109.02,75.09,98.2311,124.49,76.18,#N/A N/A
10/6/2016,92.76,108.48,74.8901,97.58,123.23,75.86,112.68
10/7/2016,93.79,108.97,74.481,97.88,121.53,75.861,112.68
10/10/2016,93.12,108.37,75.1,97.39,120.72,76.06,#N/A N/A
10/11/2016,93.34,107.6,74.71,96.8261,118.47,75.42,#N/A N/A
10/12/2016,92.58,107.16,74.629,96.73,119.24,75.7312,110.02
10/13/2016,93.2,107.53,74.92,96.99,119.57,75.74,110.1928
10/14/2016,92.6,106.73,75.24,96.59,118.89,76.11,110.1401
10/17/2016,92.92,107.08,75.33,96.784,119.0699,76.25,#N/A N/A
10/18/2016,92.94,106.82,75.38,96.6752,120.06,76.68,#N/A N/A
10/19/2016,93.36,106.73,75.34,96.69,119.88,77.22,109.7367
10/20/2016,92.88,106.29,74.8168,96.35,119.65,76.29,109.36
10/21/2016,92.96,105.85,74.2499,96.245,119.35,76.03,108.828
10/24/2016,92.64,105.76,73.89,96.28,119.34,76.02,108.82
10/25/2016,92.63,105.94,74.08,96.2179,118.98,76.47,108.7875
10/26/2016,92.36,106.05,73.9097,96.2411,119.41,76.45,108.77
10/27/2016,91.7,106,73.89,96.24,118.83,75.88,#N/A N/A
10/28/2016,92.2,106.85,73.855,96.9466,119.05,76.01,107.57
10/31/2016,92.03,106.75,73.74,96.65,119.5,76.12,107.5
11/1/2016,92.78,107.52,73.875,98.02,119.44,76.52,108.5061
11/2/2016,93.39,107.89,73.84,98.18,119.98,76.52,108.9099
11/3/2016,93.73,108,73.9,98.18,121.67,76.83,108.3216
11/4/2016,93.7,108.35,73.78,98.69,122.19,76.79,108.37
11/7/2016,92.37,107.36,73.95,98.14,121.11,77.16,107.2725
11/8/2016,91.79,107.1,74.32,97.7101,120.76,77.7,107.72
11/9/2016,91.13,106.07,73.9101,97.1489,121.27,76.59,107.384
11/10/2016,90.27,105.87,73.37,96.8244,122.45,76.02,106.8
11/11/2016,90.37,105.47,73.02,96.6811,122.99,75.46,107.166
11/14/2016,89.01,104.35,72.99,95.73,121.93,75.51,105.74
11/15/2016,88.38,104.3,73.54,95.46,121.65,75.6,105.7282
11/16/2016,88.45,103.85,73.56,95.36,121.37,74.74,#N/A N/A
11/17/2016,87.75,103.29,73.2,94.9,121.26,74.21,105.056
11/18/2016,87.08,102.94,73.19,94.62,120.58,73.39,104.6977
11/21/2016,86.88,103.3,73.71,94.67,121.96,73.6301,105.1
11/22/2016,86.86,103.26,73.51,94.48,121.18,74.03,105.15
11/23/2016,85.72,102.56,73.26,93.99,121.41,73.91,104.41
11/25/2016,85.21,102.97,73.14,94.25,121.6,74.32,104.95
11/28/2016,86.09,103.11,73.65,94.2699,121.1534,74.82,105.2187
11/29/2016,85.8,103.5,73.588,94.3808,121.95,74.89,105.654
11/30/2016,84.26,102.98,73.57,93.96,122.11,73.86,104.836
12/1/2016,84.62,103.63,74.22,94.55,122.91,74.17,#N/A N/A
12/2/2016,84.97,103.62,74.43,94.5,124.23,74.5041,105.4218
12/5/2016,84.79,104.61,74.47,94.8502,124.21,74.7,106.462
12/6/2016,84.61,104.16,74.37,94.5,123.69,74.57,106.229
12/7/2016,84.83,104.6,74.66,94.85,123.23,74.78,106.99
12/8/2016,84.66,103.12,74.92,93.9733,122.82,74.61,105.8965
12/9/2016,83.7,102.58,74.99,93.81,122.72,74.51,#N/A N/A
12/12/2016,83.87,103.34,75.26,94.21,123.72,74.92,105.6068
12/13/2016,83.76,103.18,75.26,94.336,123.47,74.99,105.77
12/14/2016,82.35,102.32,74.43,93.6,122.47,74.02,104.37
12/15/2016,81.68,101.16,74.04,92.65,121.27,73.56,103.0799
12/16/2016,81.82,101.47,74.05,92.9,121.79,73,103.05
