,TY1 Comdty,GTUSDMX10Y Govt,GTHKD5Y Govt,PCOMP Index,JCI Index,WIG Index,CL1 Comdty,CO1 Comdty,INDEXCF Index,QS1 Comdty
1/16/2013,132.296875,2.619,0.36,6047.52,4410.964,47521.39,94.24,110.61,1514.86,955
1/17/2013,131.875,2.605,0.382,6072.18,4398.383,47661.37,95.49,111.1,1523.74,952.5
1/18/2013,132.140625,2.617,0.444,6139.21,4465.484,47813.69,95.56,111.89,1540.55,955.75
1/21/2013,132.140625,2.617,0.424,6171.7,4439.974,47936.61,95.56,111.71,1537.66,964.5
1/22/2013,132.265625,2.597,0.432,6104.9,4416.548,47872.8,96.24,112.42,1525.36,969.75
1/23/2013,132.296875,2.594,0.411,6092.53,4418.727,47733.24,95.23,112.8,1537.49,970.75
1/24/2013,132.234375,2.593,0.408,6117.27,4418.727,47942.04,95.95,113.28,1533.77,976
1/25/2013,131.40625,2.655,0.438,6167.64,4437.598,47613.95,95.88,113.28,1544.02,968.5
1/28/2013,131.21875,2.635,0.489,6192.42,4416.937,47324.06,96.44,113.48,1562.93,970.75
1/29/2013,131.21875,2.634,0.501,6234.73,4439.03,47328.4,97.57,114.36,1549.75,986.25
1/30/2013,131.1875,2.656,0.558,6271.23,4452.975,46917.19,97.94,114.9,1543.43,990.75
1/31/2013,131.28125,2.662,0.572,6242.74,4453.703,46840.15,97.49,115.55,1546.76,993
2/1/2013,131.125,2.654,0.582,6318.61,4481.634,46945.58,97.77,116.76,1547.22,1005.75
2/4/2013,131.5,2.653,0.608,6435.98,4490.565,46556.55,96.17,115.6,1535.35,1004
2/5/2013,131.21875,2.652,0.577,6470.49,4479.441,46674.78,96.64,116.52,1540.36,1010.5
2/6/2013,131.609375,2.716,0.592,6431.35,4498.976,46149.14,96.62,116.73,1530.38,1011.75
2/7/2013,131.75,2.633,0.576,6459.99,4503.148,46329.66,95.83,117.24,1525.88,1014.5
2/8/2013,131.734375,2.631,0.565,6458.67,4491.267,46741.54,95.72,118.9,1519.91,1030.75
2/11/2013,131.6875,2.796,0.565,6458.01,4503.247,46786.74,97.03,118.13,1515.89,1026.25
2/12/2013,131.4375,2.78,0.565,6459.93,4548.243,46399.26,97.51,118.66,1512.03,1026.25
2/13/2013,131.15625,2.875,0.565,6527.99,4571.568,46406.74,97.01,118.72,1537.93,1011
2/14/2013,131.5625,2.874,0.624,6513.41,4588.673,46211.54,97.31,118,1519.22,1011.25
2/15/2013,131.53125,2.894,0.596,6521.64,4609.786,46370.13,95.86,117.66,1508.17,1003
2/18/2013,131.53125,2.894,0.61,6565.23,4612.046,46508.27,95.86,117.38,1510.35,1007.75
2/19/2013,131.34375,2.872,0.618,6620.72,4602.062,46490.89,96.66,117.52,1522.69,999.75
2/20/2013,131.46875,2.841,0.629,6648.57,4634.451,46051.76,94.46,115.6,1511.4,996
2/21/2013,131.796875,2.85,0.618,6667.41,4632.404,45879.9,92.84,113.53,1493.71,981.5
2/22/2013,131.90625,3.033,0.602,6665.06,4651.123,45948.12,93.13,114.1,1496.61,977.75
2/25/2013,132.5,2.987,0.599,6721.33,4696.107,46286.28,93.11,114.44,1503.66,978.75
2/26/2013,132.671875,2.956,0.565,6630.67,4663.031,45868.35,92.63,112.71,1484.67,956.75
2/27/2013,132.578125,2.953,0.534,6616.27,4716.415,46241.92,92.76,111.87,1487.17,944.25
2/28/2013,132.703125,2.855,0.517,6721.45,4795.789,46280.36,92.05,111.38,1486.04,938.25
3/1/2013,132.921875,2.854,0.502,6642.27,4811.613,46341.14,90.68,110.4,1473.54,920.5
3/4/2013,132.78125,2.853,0.489,6637.56,4761.461,46137.7,90.12,110.09,1464.45,919
3/5/2013,132.6875,2.852,0.502,6711.72,4751.701,46676.09,90.82,111.61,1484.22,924.75
3/6/2013,132.390625,2.849,0.507,6835.21,4824.683,46762.65,90.43,111.06,1491.49,927
3/7/2013,131.9375,2.848,0.515,6725.13,4848.299,46745.26,91.56,111.15,1491.35,931
3/8/2013,131.46875,2.847,0.532,6833.77,4874.495,47074.39,91.95,110.85,1491.35,924.5
3/11/2013,131.484375,2.846,0.551,6813.95,4854.312,46933.03,92.06,110.22,1504.05,925
3/12/2013,131.734375,2.82,0.577,6786.42,4854.312,47010.4,92.54,109.65,1501.76,925
3/13/2013,131.71875,2.841,0.519,6776.56,4835.439,46888.37,92.52,108.52,1496.37,912.5
3/14/2013,131.734375,2.832,0.518,6694.71,4786.367,47223.68,93.03,109.42,1498.97,909.75
3/15/2013,132.140625,2.864,0.509,6654.6,4819.324,47125.93,93.45,109.82,1495.11,918
3/18/2013,132.4375,2.863,0.509,6536.18,4802.826,46668.41,93.74,109.51,1462.82,913
3/19/2013,132.796875,3.014,0.508,6426.25,4822.627,46029.35,92.16,107.45,1449.2,900
3/20/2013,131.390625,3.02,0.505,6419.62,4831.5,46068.24,92.96,108.72,1459.03,898.75
3/21/2013,131.40625,3.029,0.532,6472.98,4802.666,45580.47,92.45,107.47,1459.22,898.25
3/22/2013,131.515625,2.881,0.526,6518.71,4723.159,45066.18,93.71,107.66,1441.36,898.5
3/25/2013,131.578125,2.88,0.557,6597.59,4799.664,44585.1,94.81,108.17,1428.46,900.75
3/26/2013,131.703125,3.024,0.553,6665.12,4842.519,44724.88,96.34,109.36,1417,902
3/27/2013,132.125,3.077,0.541,6847.47,4928.102,45247.9,96.58,109.69,1425,910.75
3/28/2013,131.984375,2.753,0.508,6847.47,4940.986,45147.57,97.23,110.02,1434.18,915.5
3/29/2013,131.984375,2.753,0.514,6847.47,4940.986,45147.57,97.23,110.02,1438.57,915.5
4/1/2013,132.125,2.873,0.514,6839.59,4937.575,45147.57,97.07,111.08,1428.47,919
4/2/2013,131.984375,3.03,0.505,6748.43,4957.251,45304.74,97.19,110.69,1430.3,929.5
4/3/2013,132.40625,2.82,0.504,6815.3,4981.466,44604.61,94.45,107.11,1427.94,912.75
4/4/2013,132.84375,2.746,0.495,6783.72,4922.611,44623.89,93.26,106.34,1426.87,888
4/5/2013,133.15625,2.745,0.461,6727.14,4926.068,44597.66,92.7,104.12,1416.69,880
4/8/2013,132.859375,2.744,0.42,6732.22,4897.521,44590.97,93.36,104.66,1408.55,880.75
4/9/2013,132.8125,2.804,0.416,6732.22,4899.587,44725.03,94.2,106.23,1425.49,878.5
4/10/2013,132.421875,2.74,0.376,6815.84,4877.475,45091.63,94.64,105.79,1425.5,885
4/11/2013,132.546875,2.714,0.371,6831.74,4924.263,45688.48,93.51,104.27,1401.73,885
4/12/2013,132.984375,2.713,0.359,6891.43,4937.21,45525.92,91.29,103.11,1385.84,856
4/15/2013,133.046875,2.716,0.335,6837.77,4894.592,44724.14,88.71,100.39,1359.69,847.25
4/16/2013,132.953125,2.715,0.311,6786.33,4945.253,44724.14,88.72,99.91,1352.37,835.75
4/17/2013,133.0625,2.712,0.308,6850.26,4998.653,43916.24,86.68,97.69,1335.89,825.25
4/18/2013,133.140625,2.71,0.301,6857.48,5012.638,43364.7,87.73,99.13,1335.21,828.25
4/19/2013,133,2.73,0.31,6957.1,4998.461,43447.75,88.01,99.65,1338.43,832.5
4/22/2013,133.09375,2.708,0.335,7120.48,4996.923,43360.3,88.76,100.39,1336.84,836.75
4/23/2013,133.078125,2.707,0.313,6982.36,4975.33,43159.57,89.18,100.31,1339.91,839.5
4/24/2013,133.109375,2.7,0.309,6972.69,5011.607,43356.73,91.43,101.73,1377.01,847.5
4/25/2013,133.0625,2.699,0.305,6995.46,4994.523,43482.18,93.64,103.41,1372.2,857.5
4/26/2013,133.4375,2.698,0.298,7025.44,4978.507,43665.21,93,103.16,1372.04,858.75
4/29/2013,133.453125,2.697,0.286,7028.35,4999.752,43882.16,94.5,103.81,1362.57,857.5
4/30/2013,133.359375,2.699,0.29,7070.99,5034.071,44162.18,93.46,102.37,1385.88,845.75
5/1/2013,133.609375,2.692,0.282,7070.99,5060.919,44162.18,91.03,99.95,1385.88,822.75
5/2/2013,133.640625,2.691,0.279,7093.42,4994.046,43991.51,93.99,102.85,1376.56,834.75
5/3/2013,132.859375,2.593,0.276,7215.35,4925.483,43991.51,95.61,104.19,1408.03,858
5/6/2013,132.671875,2.592,0.327,7170.65,4991.871,44541.73,96.16,105.46,1413.43,858.75
5/7/2013,132.625,2.591,0.335,7146.12,5042.789,44742.22,95.62,104.4,1430.18,868.5
5/8/2013,132.78125,2.66,0.336,7181.3,5089.335,45117.94,96.62,104.34,1432.94,863.75
5/9/2013,132.71875,2.635,0.328,7194.43,5089.335,44943.16,96.39,104.47,1432.94,867.5
5/10/2013,132.078125,2.658,0.367,7262.38,5105.937,44895.35,96.04,103.91,1426.25,867.5
5/13/2013,131.96875,2.584,0.412,7262.38,5054.628,45207.84,95.17,102.82,1416.5,860.75
5/14/2013,131.71875,2.655,0.403,7313.46,5081.94,45771.11,94.21,102.6,1405.76,860.75
5/15/2013,131.84375,2.824,0.437,7392.2,5089.88,46102.42,94.3,103.68,1391.98,846.75
5/16/2013,132.46875,2.822,0.425,7310.94,5078.678,45992.03,95.16,103.8,1373.65,871.75
5/17/2013,131.859375,2.97,0.433,7279.87,5145.683,46078.68,96.02,104.64,1401.79,876
5/20/2013,131.8125,2.969,0.476,7275.38,5214.976,46041.35,96.71,104.8,1406.86,883
5/21/2013,131.90625,2.968,0.483,7327.58,5188.759,45851.8,96.16,103.91,1422.99,875.75
5/22/2013,131.234375,2.964,0.462,7385.07,5207.999,45933.66,94.28,102.6,1448.42,866.75
5/23/2013,131.265625,2.963,0.547,7314.38,5121.403,45687.76,94.25,102.44,1396.91,849.5
5/24/2013,131.34375,2.962,0.588,7268.91,5155.093,46145.44,94.15,102.64,1380.88,854.25
5/27/2013,131.34375,2.962,0.597,7097.51,5085.136,47277.1,94.15,102.62,1378.29,858.5
5/28/2013,130.390625,2.912,0.661,7113.22,5176.235,47579.87,95.01,104.23,1397.72,875.75
5/29/2013,130.46875,3.289,0.784,7228.57,5200.693,47476.64,93.13,102.43,1361.43,865.25
5/30/2013,130.484375,3.237,0.77,6953.35,5129.647,47476.64,93.61,102.19,1361.26,858.75
5/31/2013,130.25,3.399,0.743,7021.95,5068.628,47806.34,91.97,100.39,1350.17,844.75
6/3/2013,130.421875,3.446,0.767,6763.38,4971.354,47175.79,93.45,102.06,1337.4,854.25
6/4/2013,130.34375,3.26,0.752,6673.47,5021.612,47620.68,93.31,103.24,1341.62,857.75
6/5/2013,130.5625,3.544,0.755,6557.89,5001.221,47805.94,93.74,103.04,1326.78,871
6/6/2013,130.796875,3.604,0.717,6609.01,5001.221,47573.66,94.76,103.61,1316.92,865.75
6/7/2013,130.140625,3.379,0.684,6701.95,4865.324,48209.65,96.03,104.56,1343.9,875.25
6/10/2013,129.8125,3.431,0.744,6875.6,4777.365,48495.01,95.77,103.95,1335.25,869.25
6/11/2013,129.921875,3.662,0.813,6556.65,4609.948,48324.52,95.38,102.96,1301.31,858.5
6/12/2013,129.703125,3.756,0.821,6556.65,4697.884,48383.93,95.88,103.49,1301.31,858.5
6/13/2013,130.0625,3.326,0.788,6114.08,4607.663,48152.82,96.69,104.25,1281.89,879
6/14/2013,130.625,3.273,0.759,6242.26,4760.744,48273.42,97.85,105.93,1299.61,897.25
6/17/2013,130.359375,3.298,0.759,6339.41,4774.504,48131.61,97.77,105.47,1325.27,894
6/18/2013,130.28125,3.656,0.759,6518.77,4840.452,48119.72,98.44,106.02,1335.14,892.75
6/19/2013,129.890625,3.691,0.803,6513.2,4806.656,47743.1,98.24,106.12,1323.57,897.75
6/20/2013,127.09375,4.089,1.065,6326.67,4629.994,45870,95.4,102.15,1297.01,875.75
6/21/2013,126.265625,4.025,1.106,6182.17,4515.372,44732.92,93.69,100.91,1298.89,858.5
6/24/2013,125.953125,4.26,1.29,5971.05,4429.46,44824.62,95.18,101.16,1290.26,856.75
6/25/2013,125.703125,4.273,1.215,5789.06,4418.872,44966.09,95.32,101.26,1297.59,871.5
6/26/2013,126.15625,4.288,1.226,6118.94,4587.728,44893.99,95.5,101.66,1320.39,863.75
6/27/2013,126.640625,4.068,1.19,6328,4675.749,43667.37,97.05,102.82,1313.23,882.75
6/28/2013,126.5625,3.983,1.121,6465.28,4818.895,44747.79,96.56,102.16,1330.46,883.25
7/1/2013,126.53125,3.926,1.121,6526.62,4777.452,44769,97.99,103,1336.17,883.25
7/2/2013,126.609375,3.951,1.152,6448.18,4728.704,45533.94,99.6,104,1337.92,879.75
7/3/2013,126.359375,3.914,1.189,6480.12,4577.153,45184.98,101.24,105.76,1333.35,903.25
7/4/2013,126.359375,3.914,1.265,6464.26,4581.933,45613.75,101.24,105.54,1349.21,902.25
7/5/2013,124.65625,3.972,1.291,6500.48,4602.807,45110.89,103.22,107.72,1342.72,911.75
7/8/2013,125.28125,3.987,1.464,6318.91,4433.625,44534.34,103.14,107.43,1348.88,913.25
7/9/2013,125.5,3.984,1.415,6327.02,4403.8,44342.23,103.53,107.81,1345.73,909.25
7/10/2013,125.28125,3.981,1.366,6308.18,4478.644,45068.55,106.52,108.51,1333.71,913.75
7/11/2013,126.3125,3.98,1.24,6407.36,4604.222,45712.72,104.91,107.73,1368.11,911.5
7/12/2013,126.09375,3.888,1.184,6574.21,4633.108,46150.78,105.95,108.81,1398.22,916.25
7/15/2013,126.5,4.015,1.217,6619.95,4635.729,46218.05,106.32,109.09,1403.56,916.5
7/16/2013,126.59375,3.831,1.189,6583.55,4644.039,46155.1,106,109.4,1410.1,919.75
7/17/2013,127.015625,3.684,1.198,6574.72,4679.001,46287.08,106.48,108.61,1431.8,923.75
7/18/2013,126.75,3.735,1.133,6648.35,4720.435,46221.23,108.04,108.7,1416.63,928.75
7/19/2013,127.09375,3.683,1.162,6621.02,4724.411,46399.74,108.05,108.07,1421.67,925.75
7/22/2013,127.109375,3.683,1.134,6627.36,4678.983,46361.7,106.91,108.15,1415.52,918.5
7/23/2013,126.953125,3.702,1.138,6743.21,4767.159,46714.43,107.23,108.42,1417.34,919.75
7/24/2013,126.421875,3.713,1.167,6804.16,4718.103,46835.98,105.39,107.19,1407.41,914.25
7/25/2013,126.296875,3.813,1.225,6800.11,4674.117,46713.02,105.49,107.65,1401.88,913.75
7/26/2013,126.6875,3.849,1.188,6763.62,4658.874,46258.91,104.7,107.17,1403.14,910.5
7/29/2013,126.53125,3.883,1.165,6717.66,4580.467,46480.62,104.55,107.45,1398.3,913.75
7/30/2013,126.421875,3.93,1.177,6728,4608.489,46663.41,103.08,106.91,1387.31,908
7/31/2013,126.4375,3.975,1.18,6639.12,4610.377,46925.65,105.03,107.7,1375.79,910.5
8/1/2013,125.375,3.999,1.16,6661.44,4624.336,47370.81,107.89,109.54,1398.46,927
8/2/2013,126.578125,3.999,1.25,6533.95,4640.781,48325.33,106.94,108.95,1392.15,923.75
8/5/2013,126.34375,3.925,1.113,6509.73,4640.781,48458.44,106.56,108.7,1391.75,920.25
8/6/2013,126.359375,3.952,1.101,6420.78,4640.781,47942.81,105.3,108.18,1364.65,909.25
8/7/2013,126.640625,3.922,1.089,6420.79,4640.781,48306.55,104.37,107.44,1362.91,906
8/8/2013,126.8125,3.954,1.078,6404.23,4640.781,48862.88,103.4,106.68,1362.38,896
8/9/2013,126.8125,3.977,1.079,6404.23,4640.781,49125.36,105.97,108.22,1382.72,903.75
8/12/2013,126.625,3.919,1.094,6443.81,4597.78,49580.16,106.11,108.97,1388.36,903.75
8/13/2013,125.703125,3.974,1.131,6554.62,4652.397,49747.66,106.83,109.82,1407.86,927.75
8/14/2013,125.78125,3.907,1.194,6656.61,4699.733,50223.95,106.85,110.2,1423.87,926
8/15/2013,125.5,3.943,1.216,6580.71,4685.129,50223.95,107.33,111.11,1391.37,937.25
8/16/2013,124.984375,3.963,1.27,6525.95,4568.654,49976.48,107.46,110.4,1380.31,941.25
8/19/2013,124.609375,4.034,1.342,6525.95,4313.518,49772.46,107.1,109.9,1382.32,942.25
8/20/2013,125.171875,4.041,1.334,6525.95,4174.983,49162.16,104.96,110.15,1377.28,938.75
8/21/2013,124.71875,4.135,1.332,6525.95,4218.448,49128.05,103.85,109.81,1376.6,938.75
8/22/2013,124.265625,4.112,1.459,6136.73,4171.413,49846.48,105.03,109.9,1396.65,936.25
8/23/2013,124.859375,4.054,1.468,6161.21,4169.827,49895.1,106.42,111.04,1393.21,941.75
8/26/2013,125.046875,4.036,1.414,6161.21,4120.669,49818.48,105.92,110.73,1387.06,940.25
8/27/2013,125.734375,4.035,1.344,5916.99,3967.842,48833.58,109.01,114.36,1374.21,961.75
8/28/2013,125.265625,4.078,1.32,5738.06,4026.475,48537.65,110.1,116.61,1369.64,970
8/29/2013,125.5,4.077,1.329,5944.21,4103.593,48676.45,108.8,115.16,1371.89,978.75
8/30/2013,125.34375,4.031,1.298,6075.17,4195.089,48871.98,107.65,114.01,1364.65,969.5
9/2/2013,125.34375,4.031,1.363,6061.8,4101.233,49187.22,107.65,114.33,1367.53,958.5
9/3/2013,124.65625,4.093,1.386,6083.91,4164.012,48968.87,108.54,115.68,1373.82,960.25
9/4/2013,124.1875,4.144,1.392,5968.33,4073.455,47919.09,107.23,114.91,1375.66,960.75
9/5/2013,123.53125,4.29,1.484,5959.22,4050.864,45830.66,108.37,115.26,1422.4,963.75
9/6/2013,124.078125,4.041,1.52,5974.62,4072.354,46717.04,110.53,116.12,1423.4,971
9/9/2013,124.484375,4.094,1.453,5997.04,4191.258,47808.9,109.52,113.72,1451.54,960
9/10/2013,124.15625,4.178,1.457,6089.72,4358.143,48961.51,107.39,111.25,1453.57,938.75
9/11/2013,124.53125,4.073,1.453,6214.9,4349.419,49437.02,107.56,111.5,1454.12,943.5
9/12/2013,124.5625,4.061,1.365,6195.61,4356.605,49771.55,108.6,112.63,1450.23,943.5
9/13/2013,124.671875,4.02,1.387,6133.24,4375.539,49348.61,108.21,112.78,1440.74,949.75
9/16/2013,125.0625,4.019,1.259,6302.71,4522.239,48917.85,106.59,110.07,1470.48,944.25
9/17/2013,125.21875,3.878,1.28,6344.14,4517.62,49434.46,105.42,108.19,1473.03,925.75
9/18/2013,126.578125,3.705,1.279,6333.96,4463.254,49413.33,108.07,110.6,1464.95,924.25
9/19/2013,126.125,3.569,1.123,6511.7,4670.733,50300.53,106.39,108.76,1487.19,934.5
9/20/2013,125.296875,3.706,1.123,6424.45,4583.828,50308.19,104.67,109.22,1476.73,925.25
9/23/2013,125.453125,3.744,1.172,6477.94,4562.857,49955.87,103.59,108.16,1467.62,913
9/24/2013,125.9375,3.704,1.148,6461.38,4460.413,49979.47,103.13,108.64,1464.72,906
9/25/2013,126.28125,3.454,1.148,6420.42,4406.767,50301.69,102.66,108.32,1479.59,919
9/26/2013,126.09375,3.795,1.204,6407.46,4405.893,50936.34,103.03,109.21,1485.14,920.5
9/27/2013,126.34375,3.816,1.201,6379.81,4423.719,50819.81,102.87,108.63,1471.89,927.25
9/30/2013,126.390625,3.866,1.149,6191.8,4316.176,50301.85,102.33,108.37,1462.82,913
10/1/2013,126.125,3.859,1.146,6197.84,4345.899,50782.48,102.04,107.94,1471.73,905.25
10/2/2013,126.390625,3.845,1.179,6362.26,4387.604,50803.4,104.1,109.19,1454.29,922.5
10/3/2013,126.578125,3.872,1.154,6387.65,4418.643,50982.03,103.31,109,1456.49,926.5
10/4/2013,126.1875,3.871,1.14,6390.48,4389.347,50601.24,103.84,109.46,1474.21,922.5
10/7/2013,126.296875,4.19,1.153,6443.21,4374.959,50338.71,103.03,109.68,1480.2,926.25
10/8/2013,126.265625,4.161,1.158,6454.86,4432.507,50137.88,103.49,110.16,1505.14,935.5
10/9/2013,126.265625,4.157,1.131,6377.75,4457.438,50335.02,101.61,109.06,1501.01,925.25
10/10/2013,125.984375,4.156,1.173,6435.97,4486.678,51806.83,103.01,111.8,1516.73,945.5
10/11/2013,126.109375,3.888,1.155,6489.8,4519.912,52230.47,102.02,111.28,1513.03,933.5
10/14/2013,125.921875,3.888,1.155,6442.7,4519.912,52520.91,102.41,111.04,1510.2,931.5
10/15/2013,125.859375,3.795,1.161,6442.7,4519.912,52590.73,101.21,109.96,1531.67,940.25
10/16/2013,126.265625,3.793,1.152,6483.57,4492.261,52861.41,102.29,110.86,1531.57,945
10/17/2013,126.953125,3.736,1.053,6560.88,4518.93,52573.59,100.67,109.11,1512.32,931.5
10/18/2013,126.890625,3.668,1.034,6607.83,4546.571,52587.24,100.81,109.94,1533.35,939.25
10/21/2013,126.75,3.559,0.986,6597.56,4578.178,53853.55,99.22,109.64,1533.61,941.5
10/22/2013,127.5,3.486,0.988,6603.6,4512.743,53781.81,97.8,109.97,1528.76,936.5
10/23/2013,127.65625,3.674,0.898,6635.11,4546.499,53389.74,96.86,107.8,1507.26,920
10/24/2013,127.40625,3.779,0.921,6583.77,4594.845,53994.46,97.11,106.99,1502.46,911.5
10/25/2013,127.609375,3.661,0.916,6539.81,4580.846,53887.13,97.85,106.93,1504.48,909.75
10/28/2013,127.5625,3.689,0.908,6539.81,4590.538,54180.04,98.68,109.61,1511.51,925.75
10/29/2013,127.71875,3.699,0.905,6543.46,4562.77,54536.95,98.2,109.01,1516.17,930.5
10/30/2013,127.515625,3.657,0.878,6597.21,4574.878,54095.32,96.77,109.86,1516,937.25
10/31/2013,127.359375,3.72,0.905,6585.38,4510.631,53607.86,96.38,108.84,1510.21,932.5
11/1/2013,126.78125,3.869,0.929,6585.38,4432.589,53607.86,94.61,105.91,1515.15,915
11/4/2013,126.984375,3.902,0.979,6543.39,4423.288,53989.37,94.62,106.23,1515.15,904
11/5/2013,126.5625,3.83,0.958,6519.58,4423.288,53504.47,93.37,105.33,1505.94,903
11/6/2013,126.921875,3.998,0.927,6477.3,4449.76,53924.01,94.8,105.24,1499.95,905
11/7/2013,127.140625,3.911,0.883,6436.49,4486.109,53785.07,94.2,103.46,1509.25,888.5
11/8/2013,126.109375,3.976,0.899,6355.18,4476.72,53305.36,94.6,105.12,1489.55,893
11/11/2013,126.03125,3.976,0.992,6265.23,4441.724,53305.36,95.14,106.4,1483.46,903.25
11/12/2013,125.90625,4.09,1.037,6324.17,4380.64,53358.29,93.04,105.81,1500.41,903.25
11/13/2013,126.359375,4.007,1.047,6320.96,4301.891,52681.33,93.88,107.12,1466.82,901.25
11/14/2013,126.84375,4.104,0.986,6327.88,4367.371,53127.16,93.76,108.54,1490.89,908.75
11/15/2013,126.765625,4.118,0.982,6346.4,4335.448,53896.03,93.84,108.5,1493.79,911.25
11/18/2013,127.046875,4.016,1.003,6343.25,4393.592,55136.81,93.03,108.47,1510.61,910.25
11/19/2013,126.734375,3.934,0.988,6267.85,4398.336,54778.86,93.34,106.92,1511.19,910.75
11/20/2013,126.359375,4.138,1.023,6155.34,4350.786,54778.8,93.33,108.06,1508.52,911
11/21/2013,126.359375,4.155,1.048,6122.89,4326.205,54621.21,95.44,110.08,1494.07,923.25
11/22/2013,126.578125,4.133,1.025,6084.84,4317.96,54834.12,94.84,111.05,1504.1,937.75
11/25/2013,126.671875,4.137,1.032,6004.26,4334.803,55246.4,94.09,111,1502.41,934.75
11/26/2013,127.0625,4.102,1.019,6025.37,4235.261,54544.73,93.68,110.88,1484.37,944.5
11/27/2013,126.75,4.127,1.009,6053.87,4251.489,54678.66,92.3,111.31,1475.42,941
11/28/2013,126.75,4.127,1.018,6169.96,4233.925,54420.19,92.3,110.86,1479.46,942
11/29/2013,126.640625,4.137,1.019,6208.82,4256.436,54704.89,92.72,109.69,1479.35,943
12/2/2013,126.15625,4.199,1.037,6223.37,4321.977,53934.52,93.82,111.45,1473.26,942.75
12/3/2013,126.390625,4.182,1.066,6179.5,4288.764,53276.83,96.04,112.62,1448.84,945.75
12/4/2013,125.9375,4.213,1.051,6105.23,4241.302,52867.03,97.2,111.88,1439.26,947.25
12/5/2013,125.734375,4.219,1.106,6030.95,4216.894,52597.13,97.38,110.98,1429.25,943.75
12/6/2013,125.578125,4.165,1.129,6014.94,4180.788,52727.52,97.65,111.61,1448.67,940.75
12/9/2013,125.6875,4.141,1.151,6008.94,4214.342,52881.29,97.34,109.39,1465.7,934.25
12/10/2013,126.171875,4.135,1.139,5886.4,4275.678,52692.63,98.51,109.38,1464.14,928
12/11/2013,125.8125,4.181,1.132,5888.74,4271.743,52643.16,97.44,109.7,1464.67,932
12/12/2013,125.5625,4.175,1.153,5762.53,4212.218,51947.96,97.5,108.67,1449.74,932
12/13/2013,125.5625,4.125,1.195,5767.13,4174.83,51761.82,96.6,108.83,1452.76,917.75
12/16/2013,125.53125,4.125,1.219,5812.54,4125.956,51736.02,97.48,110.47,1470.22,931.5
12/17/2013,125.828125,4.116,1.213,5928.99,4182.346,50779.25,97.22,108.44,1479.39,919.5
12/18/2013,125.546875,4.109,1.184,5961.55,4196.282,50971.57,97.8,109.63,1486.91,929
12/19/2013,124.921875,4.144,1.196,5923.12,4231.98,50631.75,98.77,110.29,1497.99,935.25
12/20/2013,123.734375,4.096,1.204,5835.13,4195.556,51097.75,99.32,111.77,1497.23,945.25
12/23/2013,123.4375,4.108,1.204,5854.88,4189.608,51362.3,98.91,111.56,1507.49,945.75
12/24/2013,123.046875,4.109,1.204,5854.88,4202.834,51362.3,99.22,111.9,1506.41,944.25
12/25/2013,123.046875,4.109,1.375,5854.88,4202.834,51362.3,99.22,111.9,1501.12,944.25
12/26/2013,122.984375,4.138,1.375,5878.32,4202.834,51362.3,99.55,111.98,1501.47,950
12/27/2013,122.984375,4.133,1.416,5889.83,4212.98,51267.29,100.32,112.18,1494.83,955.75
12/30/2013,123.21875,4.188,1.407,5889.83,4274.177,51284.25,99.29,111.21,1504.08,945.5
12/31/2013,123.046875,4.134,1.388,5889.83,4274.177,51284.25,98.42,110.8,1504.08,944.25
1/1/2014,123.046875,4.134,1.388,5889.83,4274.177,51284.25,98.42,110.8,1504.08,944.25
1/2/2014,123.21875,4.182,1.429,5984.26,4327.265,51865.89,95.44,107.78,1504.08,923.5
1/3/2014,123.171875,4.161,1.426,5947.93,4257.663,51497.81,93.96,106.89,1504.08,910.25
1/6/2014,123.46875,4.154,1.463,5985.81,4202.809,51497.81,93.43,106.73,1466.15,910.25
1/7/2014,123.6875,4.17,1.427,5947.44,4175.806,50444.78,93.67,107.35,1466.15,910.5
1/8/2014,123.109375,4.228,1.437,5986.48,4200.593,50482.93,92.33,107.15,1462.67,912.25
1/9/2014,123.328125,4.182,1.476,5937.51,4201.218,49753.03,91.66,106.39,1465.14,907.25
1/10/2014,124.296875,4.144,1.465,5842.88,4254.971,49796.5,92.72,107.25,1469.19,907.25
1/13/2014,124.578125,4.123,1.37,5940.67,4390.771,50444.23,91.8,106.75,1477.56,907
1/14/2014,124.171875,4.134,1.353,5935.56,4390.771,50605.74,92.59,106.39,1469.64,900.25
1/15/2014,123.96875,4.123,1.388,5958.12,4441.594,51098.55,94.17,107.13,1486.51,913.75
1/16/2014,124.265625,4.083,1.398,5982.24,4412.489,51288.7,93.96,107.09,1480.73,907.5
1/17/2014,124.421875,4.098,1.36,5987.09,4412.228,50925.12,94.37,106.48,1486.88,916.25
1/20/2014,124.421875,4.098,1.336,6005.6,4431.572,50917.69,94.37,106.35,1495.36,907.75
1/21/2014,124.375,4.084,1.38,6019.24,4452.499,51506.82,94.99,106.73,1504.68,919
1/22/2014,123.96875,4.167,1.379,6139.86,4477.489,51906.45,96.73,108.27,1498.73,919
1/23/2014,124.78125,4.148,1.413,6170.05,4496.042,51569.21,97.32,107.58,1496.9,922.5
1/24/2014,125.0625,4.147,1.343,6191.5,4437.343,50593.45,96.64,107.88,1494.58,921.75
1/27/2014,124.8125,4.181,1.329,6081.61,4322.78,50041.93,95.72,106.69,1478.23,914.5
1/28/2014,125.078125,4.159,1.345,6022.81,4341.651,50433.71,97.41,107.41,1469.57,917.5
