Dates,DBA,USCI,DBC,DJP,GLD,IAU,SIVR,SLV,PALL,USO,UNG
4/22/2013,25.79,54.58,25.81,38.58,137.9,13.85,23.15,22.62,67,31.82,92.92
4/23/2013,25.58,54.13,25.65,38.28,136.88,13.76,22.7,22.18,66.19,31.86,92.12
4/24/2013,25.65,54.48,25.93,38.53,138.3699,13.91,22.92,22.42,65.63,32.659,91.04
4/25/2013,25.84,55.04,26.27,39.13,141.63,14.23,24.05,23.49,66.83,33.25,90.52
4/26/2013,25.71,54.884,26.12,38.9,140.91,14.1616,23.66,23.1,66.8,33.12,91.64
4/29/2013,26.06,55.71,26.47,39.66,142.3,14.29,24.09,23.54,68.41,33.61,94.68
4/30/2013,26.22,55.62,26.27,39.47,142.77,14.35,24.03,23.46,68.47,33.16,93.88
5/1/2013,26.07,55,25.8,38.75,141.11,14.18,23.4015,22.86,67.43,32.39,93.44
5/2/2013,26.31,55.0101,26.13,38.89,141.92,14.2599,23.56,23.02,68.01,33.49,87.6395
5/3/2013,26.22,55.366,26.42,39.3,142.09,14.28,23.82,23.29,68.03,34.01,87.76
5/6/2013,26.03,54.87,26.45,39.11,142.15,14.28,23.74,23.18,68.3,34.14,87.04
5/7/2013,26.05,54.91,26.36,38.94,140.38,14.1,23.6762,23.1,66.87,34.01,85.2
5/8/2013,25.96,54.83,26.48,39.16,142.46,14.31,23.65,23.12,68.001,34.4,86
5/9/2013,26.06,54.97,26.47,39.18,140.81,14.15,23.44,22.89,69.53,34.17,85.92
5/10/2013,25.79,54.49,26.35,38.93,139.6,14.04,23.53,22.98,69.31,34.14,84.6
5/13/2013,25.95,54.69,26.23,38.92,138.43,13.91,23.37,22.83,70.16,33.86,84.8
5/14/2013,25.91,54.69,26.14,38.83,137.81,13.85,23.13,22.57,71.54,33.56,86.68
5/15/2013,25.66,54.37,26.08,38.64,134.63,13.539,22.26,21.76,70.92,33.61,88
5/16/2013,25.49,54.261,26.05,38.51,134.09,13.48,22.47,21.95,72.45,33.87,85.2
5/17/2013,25.37,54.43,26.18,38.73,131.07,13.17,21.9316,21.4,72.379,34.21,87.48
5/20/2013,25.39,54.76,26.35,39.11,135.12,13.57,22.77,22.28,73.53,34.439,88.2
5/21/2013,25.35,54.77,26.2,38.92,132.88,13.35,22.14,21.62,73.01,34.11,90.44
5/22/2013,25.3,54.95,26.08,38.88,131.94,13.26,22.03,21.51,73.18,33.46,90.24
5/23/2013,25.36,54.86,26.2,39.07,134.61,13.53,22.39,21.88,72.12,33.54,91.76
5/24/2013,25.31,55,26.1,38.8,133.76,13.45,22.13,21.61,71.16,33.37,91.36
5/28/2013,25.41,55.51,26.34,38.99,133.49,13.42,22.05,21.53,73.85,33.79,89.96
5/29/2013,25.53,55.49,26.17,38.79,134.83,13.54,22.22,21.71,73.3,33.1,89.04
5/30/2013,25.5,55.51,26.17,38.66,136.7,13.73,22.49,21.98,74.28,33.25,86.08
5/31/2013,25.49,55.36,25.86,38.31,133.92,13.46,21.96,21.435,73.306,32.61,85.24
6/3/2013,25.71,56.019,26.18,38.78,136.51,13.71,22.4801,21.9781,74.22,33.16,85.24
6/4/2013,25.72,56.14,26.28,38.9,135.23,13.58,22.31,21.77,73.76,33.2,85.24
6/5/2013,25.53,55.85,26.16,38.88,135.52,13.62,22.27,21.78,74.21,33.26,85.4
6/6/2013,25.79,56.04,26.26,38.8,136.53,13.73,22.44,21.93,74.53,33.62,82.36
6/7/2013,25.82,56.17,26.32,38.63,133.28,13.4,21.38,20.86,74.24,34.16,81.72
6/10/2013,25.74,55.928,26.22,38.39,133.94,13.47,21.67,21.16,75.5,34,81.12
6/11/2013,25.78,55.77,25.99,38.21,133.25,13.4,21.42,20.91,73.41,33.79,79.6
6/12/2013,25.58,55.7,26.02,38.22,134.25,13.49,21.52,21.02,73.96,34.03,80.52
6/13/2013,25.48,55.61,26.19,38.35,133.74,13.45,21.56,21.04,71.77,34.33,81.4
6/14/2013,25.34,55.21,26.3,38.435,134.43,13.51,21.83,21.33,71.52,34.74,79.88
6/17/2013,25.35,55.32,26.36,38.61,133.77,13.45,21.61,21.1,69.81,34.76,82.8
6/18/2013,25.39,55.39,26.41,38.59,132.13,13.29,21.38,20.88,69.52,34.96,83.28
6/19/2013,25.67,55.59,26.45,38.76,130.59,13.13,21.11,20.6,67.851,34.78,84.2
6/20/2013,25.22,54.47,25.59,37.58,123.6,12.425,19.42,18.965,64.94,33.63,82.8
6/21/2013,25.3,54.34,25.43,37.44,125.05,12.575,19.84,19.389,66.34,33.23,80.88
6/24/2013,25.22,53.86,25.32,37.1,123.93,12.45,19.42,18.97,64.78,33.64,79.88
6/25/2013,25.27,54.06,25.34,37.09,123.47,12.41,19.37,18.91,65.04,33.74,78.2
6/26/2013,25.31,53.97,25.27,36.889,118.28,11.89,18.33,17.8881,61.86,33.8,79.3
6/27/2013,25.25,53.94,25.26,36.68,115.94,11.65,18.3,17.89,63.48,34.33,76.2
6/28/2013,24.9,53.5,25.13,36.49,119.11,11.99,19.42,18.97,64.65,34.18,75.8
7/1/2013,24.79,53.67,25.29,36.77,121.13,12.17,19.4,18.93,67.23,34.67,75.92
7/2/2013,24.78,53.86,25.39,36.87,120.05,12.06,19.13,18.678,67.19,35.21,77.36
7/3/2013,24.9,54.29,25.62,37.14,120.74,12.14,19.44,19.02,67.17,35.84,76.96
7/5/2013,24.63,54.05,25.56,36.86,118.09,11.87,18.64,18.21,66.97,36.56,76.6
7/8/2013,24.68,54.36,25.69,37.17,119.51,12.02,18.86,18.42,68.33,36.41,78.86
7/9/2013,24.95,54.69,25.85,37.39,120.62,12.12,19.02,18.57,68.49,36.77,77.64
7/10/2013,24.98,55.02,25.93,37.61,120.95,12.16,18.94,18.48,69.8,37.43,77.72
7/11/2013,25.12,55.18,26.06,37.82,124.24,12.49,19.96,19.49,70.271,37.01,76.64
7/12/2013,24.82,55.08,26.16,37.74,124.13,12.47,19.69,19.21,70.52,37.56,77.12
7/15/2013,24.89,55.15,26.09,37.71,124.18,12.47,19.75,19.28,71.72,37.67,77.752
7/16/2013,25.09,55.54,26.12,37.87,124.89,12.55,19.8,19.33,71.96,37.48,77.92
7/17/2013,25.02,55.37,26.1,37.68,123.32,12.39,19.11,18.66,71.7,37.8,76.9
7/18/2013,25.12,55.624,26.21,38.06,124.01,12.46,19.17,18.72,72.58,38.34,80.52
7/19/2013,25.06,55.71,26.23,38.18,125.11,12.57,19.31,18.88,73.05,38.45,80.16
7/22/2013,25.13,55.61,26.21,38.12,128.84,12.96,20.25,19.77,72.97,37.92,78.2
7/23/2013,25,55.614,26.25,38.16,129.71,13.05,20.24,19.77,72.17,38.09,79.16
7/24/2013,24.81,55.31,26.04,37.7,127.48,12.82,19.92,19.4681,73.09,37.4,78.56
7/25/2013,24.76,55.18,26.01,37.534,128.67,12.94,19.96,19.5,72.17,37.58,77.48
7/26/2013,24.68,54.8,25.85,37.19,128.78,12.95,19.79,19.32,70.92,37.21,75.76
7/29/2013,24.62,54.61,25.84,37.04,128.47,12.92,19.6191,19.14,72.6,37.13,73.8
7/30/2013,24.58,54.23,25.75,36.77,128.12,12.89,19.51,19.03,71.16,36.67,72.96
7/31/2013,24.63,54.58,25.93,37.01,127.96,12.86,19.61,19.14,71.2,37.36,72.84
8/1/2013,24.41,54.73,25.99,36.97,126.61,12.73,19.42,18.97,71.6,38.27,71.68
8/2/2013,24.37,54.57,25.89,36.81,126.36,12.7,19.6,19.12,71.32,37.94,70.88
8/5/2013,24.46,54.6,25.76,36.61,125.7,12.64,19.46,19.009,71.58,37.83,70.72
8/6/2013,24.47,54.27,25.55,36.37,123.97,12.46,19.29,18.83,70.61,37.46,70.24
8/7/2013,24.62,54.09,25.38,36.2,124.15,12.47,19.31,18.83,70.8,37.01,68.84
8/8/2013,24.8,54.61,25.51,36.65,126.86,12.75,20.06,19.6,72.07,36.84,70.12
8/9/2013,24.79,54.74,25.69,36.77,126.86,12.75,20.24,19.76,72.44,37.59,68.36
8/12/2013,25.13,55.56,26,37.33,129.13,12.99,21.1,20.62,72.18,37.76,69.92
8/13/2013,24.95,55.54,25.99,37.27,127.74,12.84,21.1901,20.71,72.32,37.9,70.08
8/14/2013,25.15,55.97,26.2,37.58,129,12.97,21.57,21.09,72.17,38.09,70.76
8/15/2013,25.3,56.41,26.45,38.05,131.69,13.24,22.66,22.15,74.47,38.24,72.24
8/16/2013,25.14,56.45,26.46,38.05,132.58,13.33,22.91,22.34,74.7,38.4,71.44
8/19/2013,25.35,56.88,26.43,38.21,132.01,13.28,22.88,22.3416,73.43,38.17,72.92
8/20/2013,25.11,56.59,26.38,38.02,132.45,13.31,22.72,22.19,73.19,37.52,72.92
8/21/2013,24.98,56.39,26.35,37.94,132.07,13.27,22.68,22.14,72.86,37.17,73.4
8/22/2013,24.71,56.25,26.36,37.89,132.81,13.36,22.81,22.27,73.73,37.54,74.8
8/23/2013,24.92,56.7,26.57,38.31,134.9,13.56,23.7,23.15,73.34,37.95,74
8/26/2013,25.41,57.25,26.72,38.7,135.45,13.62,24.05,23.46,73.06,37.96,74.32
8/27/2013,25.19,57.4,26.98,38.92,136.75,13.75,24.18,23.59,72.67,38.87,75.04
8/28/2013,25.26,57.35,27.02,38.89,136.71,13.75,24.02,23.43,72.92,39.08,75.12
8/29/2013,25.131,57.1,26.74,38.65,135.87,13.67,23.5632,23,71.95,38.58,75.92
8/30/2013,25.08,56.88,26.66,38.46,134.62,13.53,23.15,22.6,70.42,38.48,75.8
9/3/2013,25.12,57.22,26.8,38.77,136.42,13.71,23.97,23.39,70.06,38.76,77
9/4/2013,25.08,56.74,26.57,38.28,134.66,13.53,23.26,22.69,68.57,38.34,77.2
9/5/2013,25.17,56.77,26.51,38.12,132.2,13.3,22.94,22.38,67.34,38.69,75.12
9/6/2013,25.29,57.15,26.66,38.39,134.15,13.49,23.53,22.97,68.09,39.36,74.16
9/9/2013,25.27,56.85,26.49,38.25,133.91,13.46,23.39,22.835,66.96,38.94,75.8
9/10/2013,25.39,56.69,26.25,37.92,131.74,13.24,22.65,22.125,67.92,38.335,75.2
9/11/2013,25.44,56.66,26.29,37.99,131.7,13.24,22.84,22.29,67.84,38.48,74.8
9/12/2013,25.63,56.98,26.42,38.1,127.67,12.85,21.5732,21.06,67.44,38.865,76.48
9/13/2013,25.49,56.86,26.34,38.03,127.82,12.85,22.05,21.42,68.59,38.85,77
9/16/2013,25.34,56.42,26.01,37.72,126.45,12.72,21.45,20.94,68.83,38.11,78.36
9/17/2013,25.12,56.03,25.74,37.49,126.5,12.72,21.47,20.96,68.78,37.74,78.28
9/18/2013,25.35,56.76,26.3,38.26,132.01,13.279,22.83,22.31,70.43,38.68,78.04
9/19/2013,25.36,56.62,26.2,38.12,131.75,13.245,22.74,22.2,71.5255,38.08,77.84
9/20/2013,25.12,56.13,25.96,37.56,127.96,12.86,21.5,20.999,69.94,37.77,77.44
9/23/2013,25.19,55.86,25.77,37.33,127.55,12.82,21.32,20.78,69.74,37.27,75.68
9/24/2013,25.32,55.92,25.76,37.2,127.66,12.84,21.41,20.89,70.369,37.22,73.56
9/25/2013,25.4,56.1,25.8,37.44,128.79,12.95,21.5,20.98,70.62,36.88,73.12
9/26/2013,25.49,56.32,26,37.57,127.79,12.84,21.44,20.92,70.39,37.08,73.44
9/27/2013,25.44,56.45,25.87,37.56,128.97,12.96,21.48,20.96,71.29,36.96,73.92
9/30/2013,25.29,55.97,25.76,37.26,128.18,12.89,21.4,20.9,70.74,36.85,73.12
10/1/2013,25.24,55.78,25.59,36.96,124.59,12.52,20.91,20.415,70.37,36.68,74.16
10/2/2013,25.31,56.04,25.84,37.24,127.06,12.77,21.45,20.92,70.22,37.42,72.88
10/3/2013,25.33,55.84,25.8,37.14,127.18,12.78,21.43,20.92,68.73,37.14,72.12
10/4/2013,25.48,56.3,25.88,37.26,126.53,12.72,21.45,20.93,68.34,37.31,72.24
10/7/2013,25.67,56.49,26.06,37.52,127.64,12.84,22.08,21.53,68.67,37.14,74.64
10/8/2013,25.66,56.68,26.15,37.65,127.4,12.81,22.02,21.49,69.68,37.31,76.4
10/9/2013,25.57,56.15,25.96,37.29,126.11,12.67,21.5639,21.05,68.34,36.55,75.76
10/10/2013,25.58,56.68,26.29,37.51,124.27,12.49,21.3899,20.825,69.3,37.1,76.72
10/11/2013,25.6,56.49,26.15,37.47,122.6,12.32,21.04,20.52,69.45,36.75,77.68
10/14/2013,25.64,56.55,26.14,37.67,122.83,12.35,21.001,20.5,69.66,36.87,78.32
10/15/2013,25.69,56.52,26.05,37.55,123.73,12.45,21.0757,20.56,69.13,36.47,78.16
10/16/2013,25.73,56.76,26.25,37.6,123.54,12.425,21.02,20.5,69.93,36.92,77.34
10/17/2013,25.74,56.56,26.11,37.61,127.42,12.81,21.56,21.045,72.27,36.38,77.32
10/18/2013,25.69,56.56,26.26,37.78,126.85,12.76,21.63,21.11,72.4,36.45,77.28
10/21/2013,25.71,56.49,26.2,37.57,126.98,12.77,21.93,21.41,73.25,35.94,75.32
10/22/2013,25.77,56.6,26.17,37.64,129.34,13,22.41,21.87,73.53,35.41,73.72
10/23/2013,25.62,55.91,25.77,37.27,128.69,12.945,22.31,21.75,72.7616,34.95,74.04
10/24/2013,25.53,56.06,25.775,37.29,129.9,13.07,22.4,21.87,72.8,34.99,74.44
10/25/2013,25.55,56.26,25.86,37.44,130.46,13.12,22.27,21.71,72.38,35.32,75.72
10/28/2013,25.41,56.2998,25.96,37.2,130.56,13.13,22.2,21.68,72.71,35.55,72.76
10/29/2013,25.32,56.07,25.89,37.0999,129.77,13.055,22.21,21.69,72.74,35.41,72.2
10/30/2013,25.2,56.06,25.97,37.06,129.6,13.035,22.41,21.88,73,34.85,72
10/31/2013,25.05,55.629,25.75,36.62,127.74,12.845,21.63,21.095,71.95,34.69,71.08
11/1/2013,24.91,55.02,25.43,36.25,126.95,12.765,21.6,21.08,72.36,34.129,69.8
11/4/2013,24.9,54.992,25.32,35.99,126.81,12.75,21.35,20.85,73.16,34.04,68.36
11/5/2013,24.97,54.99,25.25,35.9,126.56,12.725,21.42,20.9,73.24,33.67,69.04
11/6/2013,24.84,55.04,25.27,35.91,127.2,12.785,21.52,21,74.5,34.189,69.4
11/7/2013,24.8,54.86,25.09,35.81,126.16,12.68,21.3251,20.83,74.45,33.97,69.8
11/8/2013,24.88,55.21,25.23,35.98,124.279,12.49,21.222,20.69,74.16,34.01,70.68
11/11/2013,24.841,55.216,25.34,36.08,123.87,12.45,21.11,20.6,73.62,34.26,70.8
11/12/2013,24.84,55.04,25.17,35.97,122.45,12.31,20.4801,20,72.33,33.64,72.16
11/13/2013,24.79,55.22,25.28,35.86,122.85,12.36,20.28,19.78,71.72,33.9,70.72
11/14/2013,24.73,55.45,25.39,36.02,124.27,12.495,20.53,20.05,72.15,33.93,71.556
11/15/2013,24.75,55.38,25.35,35.93,124.32,12.49,20.5,20,71.59,33.88,72.32
11/18/2013,24.68,55.15,25.18,35.74,122.9,12.36,20.14,19.665,70.021,33.62,71.68
11/19/2013,24.7,55.09,25.14,35.58,122.95,12.36,20.08,19.61,70.41,33.72,70.36
11/20/2013,24.75,55.15,25.16,35.63,120.12,12.07,19.6,19.14,69.52,33.63,72.52
11/21/2013,24.84,55.61,25.48,35.98,119.94,12.06,19.72,19.24,69.91,34.17,73.08
11/22/2013,24.73,55.89,25.56,36.2,119.92,12.06,19.616,19.13,69.72,34.04,74.64
11/25/2013,24.76,55.76,25.53,36.22,120.46,12.12,19.7699,19.27,70.34,33.82,75.12
11/26/2013,24.73,55.839,25.52,36.16,119.82,12.05,19.6,19.13,70.04,33.69,75.52
11/27/2013,24.74,55.68,25.52,36.13,119.46,12.02,19.42,18.96,70.07,33.19,76.32
11/29/2013,24.84,55.85,25.51,36.31,120.7,12.13,19.72,19.24,70.16,33.46,76.6
12/2/2013,24.79,55.6999,25.48,36.09,117.58,11.82,18.92,18.46,69.42,33.68,77.4
12/3/2013,24.82,55.85,25.63,36.3,117.96,11.87,18.87,18.42,69.89,34.51,77.52
12/4/2013,24.74,56,25.68,36.52,119.96,12.06,19.45,19,71.09,34.88,77.44
12/5/2013,24.56,55.87,25.65,36.64,118.3,11.91,19.16,18.69,71.93,34.93,80.76
12/6/2013,24.65,56.13,25.74,36.73,118.55,11.93,19.2599,18.76,71.69,35.05,80.68
12/9/2013,24.64,56.035,25.65,36.96,119.72,12.03,19.61,19.12,71.87,34.91,82.8
12/10/2013,24.66,56,25.73,37.14,121.82,12.25,20.16,19.66,72.06,35.31,83.04
12/11/2013,24.66,56.04,25.73,37.22,120.86,12.16,20.04,19.55,72.13,34.98,84.84
12/12/2013,24.64,55.85,25.49,37.05,118.29,11.9,19.28,18.81,70.11,34.97,85.48
12/13/2013,24.61,55.9,25.39,37.07,119.38,12.01,19.4238,18.95,69.98,34.64,85.64
12/16/2013,24.58,56.05,25.47,36.99,119.69,12.03,19.69,19.22,69.93,34.94,83.28
12/17/2013,24.47,55.84,25.35,36.94,118.65,11.93,19.63,19.14,68.29,34.87,83.68
12/18/2013,24.46,55.95,25.4,36.9,117.61,11.839,19.42,19.09,68.31,35.03,83.64
12/19/2013,24.48,56.06,25.46,37.14,114.82,11.54,18.95,18.49,67.98,35.32,87
12/20/2013,24.66,56.42,25.66,37.44,115.94,11.65,19.09,18.62,68.28,35.48,87.16
12/23/2013,24.65,56.3,25.66,37.34,115.57,11.62,19.18,18.72,68.08,35.36,88.2
12/24/2013,24.6,56.48,25.74,37.37,116.1,11.67,19.25,18.76,67.9899,35.49,87.12
12/26/2013,24.51,56.41,25.78,37.35,116.74,11.73,19.5,19.02,68.42,35.65,87.24
12/27/2013,24.57,56.55,25.85,37.27,117.12,11.78,19.77,19.27,69.5,35.84,84.72
12/30/2013,24.37,56.22,25.7,37.15,115.39,11.6,19.35,18.85,69.26,35.53,86.28
12/31/2013,24.25,56.08,25.66,36.75,116.12,11.68,19.2,18.71,69.62,35.32,82.76
1/2/2014,24.17,55.5,25.29,36.61,118,11.88,19.72,19.23,70.93,34.23,83.72
1/3/2014,24.44,55.37,25.13,36.55,119.29,12.01,19.92,19.42,71.12,33.75,84.24
1/6/2014,24.55,55.49,25.16,36.61,119.5,12.01,19.92,19.42,72.08,33.57,83.84
1/7/2014,24.4,55.45,25.14,36.51,118.82,11.95,19.61,19.125,72.33,33.58,84.16
1/8/2014,24.32,55.19,24.9,36.12,118.12,11.89,19.3,18.83,71.82,33.16,81.96
1/9/2014,24.12,54.84,24.7,35.73,118.46,11.92,19.3,18.84,71.88,33.08,78.76
1/10/2014,24.24,55.08,24.86,36.1,120.26,12.09,19.86,19.38,72.53,33.19,79.24
1/13/2014,24.26,55.17,24.85,36.35,121.02,12.17,20.16,19.68,72.12,32.81,83.8
1/14/2014,24.33,55.33,24.85,36.4,119.89,12.05,19.92,19.42,71.87,33.04,84.88
1/15/2014,24.24,55.61,24.92,36.44,119.66,12.03,19.89,19.4,72.53,33.77,84.32
1/16/2014,24.35,55.57,24.88,36.49,119.79,12.05,19.81,19.35,72.58,33.65,85.08
1/17/2014,24.16,55.71,24.91,36.47,120.93,12.16,20.01,19.51,72.95,33.69,83.52
1/21/2014,24.12,55.77,24.97,36.45,119.7,12.04,19.64,19.17,72.93,33.99,86.16
1/22/2014,24.18,56.3,25.09,36.69,119.19,11.99,19.5,19.03,72.86,34.56,90
1/23/2014,24.27,56.21,25.07,36.79,121.79,12.25,19.75,19.26,72.74,34.72,91.24
1/24/2014,24.25,56.27,25.08,37.12,122.29,12.31,19.62,19.16,71.63,34.58,98.44
1/27/2014,24.28,56.01,24.91,36.67,120.96,12.17,19.36,18.89,70.47,34.23,93.48
1/28/2014,24.32,56.1307,25.03,36.88,120.95,12.17,19.31,18.85,70.05,34.69,96.72
1/29/2014,24.27,56.29,25.01,37.29,122.47,12.33,19.52,19.02,69.82,34.73,106.92
1/30/2014,24.38,56.07,24.91,36.78,119.77,12.06,18.92,18.49,69,34.95,97
1/31/2014,24.65,56,24.88,36.8,120.09,12.07,18.92,18.45,68.7,34.8,96.72
2/3/2014,24.96,55.81,24.88,36.89,121.32,12.2,19.1,18.61,68.4,34.52,97.24
2/4/2014,25.15,56,25.07,37.5,120.99,12.17,19.23,18.75,68.49,34.74,104.6
2/5/2014,25.37,56.04,25.12,37.51,121.29,12.21,19.58,19.07,69.31,34.71,101.24
2/6/2014,25.1,56.35,25.22,37.59,121.24,12.2,19.6761,19.17,69.4,34.9,99
2/7/2014,25.22,56.86,25.51,37.66,122.17,12.3,19.77,19.27,69.33,35.64,94.48
2/10/2014,25.24,56.6,25.37,37.47,122.92,12.36,19.78,19.29,69.915,35.63,90.6
2/11/2014,25.27,56.86,25.5,37.83,124.36,12.52,19.935,19.45,70.2,35.64,96.64
2/12/2014,25.49,56.98,25.55,37.84,124.43,12.53,19.91,19.43,70.99,35.8,95
2/13/2014,25.49,57.29,25.69,38.15,125.49,12.64,20.23,19.74,71.42,35.87,100.8
2/14/2014,25.54,57.31,25.78,38.28,127.15,12.8,21.19,20.65,71.82,35.91,99.92
2/18/2014,26.13,58.02,26.15,38.99,127.4,12.83,21.67,21.13,71.73,36.66,104.8
2/19/2014,26.6,57.92,26.22,39.14,126.27,12.71,21.136,20.63,71.43,36.9,107.8
2/20/2014,26.63,57.93,26.27,39.11,127.6,12.84,21.55,21,71.84,36.88,107.16
2/21/2014,26.64,58.09,26.2,39.15,127.58,12.84,21.52,20.97,72.18,36.69,110.76
2/24/2014,26.97,57.974,26.31,39.27,128.99,12.97,21.69,21.18,72.45,36.79,104.48
2/25/2014,27.08,57.73,26.19,39.28,129.21,13,21.548,21.02,71.7,36.59,103.2
2/26/2014,27.11,57.68,26.12,39.12,128.11,12.88,21.05,20.42,71.22,36.75,100.44
2/27/2014,27.15,57.71,26.04,39.11,128.2,12.9,20.99,20.46,72.38,36.69,99.16
2/28/2014,27.37,57.95,26.13,39.33,127.62,12.85,20.83,20.35,72.5,36.74,102.04
3/3/2014,28.06,58.38,26.49,39.86,130.29,13.12,21.12,20.62,73.07,37.52,99.52
3/4/2014,27.96,58.439,26.39,39.92,128.68,12.96,20.89,20.37,74.48,37.06,102.32
3/5/2014,28.36,58.62,26.17,39.82,128.89,12.96,20.9,20.36,75.34,36.24,101.2
3/6/2014,28.32,58.87,26.41,40.19,130.17,13.09,21.17,20.66,76.28,36.57,102.8
3/7/2014,28.38,58.9,26.29,40.01,129.09,12.99,20.6,20.08,76.21,36.78,102.2
3/10/2014,28.51,58.92,26.07,39.76,129.13,13,20.54,20.01,75.76,36.3,102.88
3/11/2014,28.7599,58.8,26.08,39.65,129.86,13.06,20.55,20.04,75.08,35.81,101.8
3/12/2014,28.74,58.63,26.01,39.72,131.76,13.27,21.01,20.47,75.76,35.35,99.88
3/13/2014,28.78,58.64,25.89,39.46,132.21,13.31,20.895,20.36,75.7,35.34,97.24
3/14/2014,28.6,58.63,26.03,39.53,133.1,13.4,21.15,20.62,75.43,35.53,97.84
3/17/2014,28.44,58.62,25.74,39.25,131.64,13.25,20.85,20.33,75.22,35.15,99.64
3/18/2014,28.72,58.88,25.87,39.49,130.62,13.14,20.53,20.01,74.73,35.58,98.68
3/19/2014,28.66,58.8,25.86,39.44,128.09,12.88,20.3,19.79,74.435,35.71,98.92
3/20/2014,28.11,58.18,25.74,39.06,127.86,12.87,20.02,19.52,75.13,35.58,97.2
3/21/2014,27.85,57.95,25.76,38.96,128.47,12.93,20.05,19.52,77.3,35.84,95.92
3/24/2014,28.04,57.9501,25.75,38.97,126.18,12.7,19.71,19.21,77.53,35.82,95.72
3/25/2014,28.06,58.21,25.92,39.17,126.41,12.71,19.72,19.22,76.999,35.77,98.24
3/26/2014,28.13,58.152,25.9,39.09,125.41,12.61,19.494,19.02,76.25,36.09,97.8
3/27/2014,28.45,58.66,26.13,39.49,124.59,12.54,19.47,19,73.92,36.5,100.4
3/28/2014,28.43,58.84,26.14,39.5,124.56,12.53,19.536,19.06,75.432,36.62,100
3/31/2014,28.33,58.61,26.12,39.45,123.61,12.44,19.53,19.04,75.54,36.59,97.68
4/1/2014,28.19,58.39,25.8,39.21,123.39,12.41,19.55,19.06,76,35.83,95.36
4/2/2014,27.83,58.16,25.74,39.07,124.32,12.5,19.69,19.188,76.56,35.8,97.24
4/3/2014,28,58.44,25.95,39.31,123.92,12.47,19.55,19.06,76.73,36.14,98.84
4/4/2014,28.27,58.7,26.07,39.53,125.57,12.63,19.65,19.16,77,36.43,98.76
4/7/2014,28.48,58.79,26.01,39.52,124.91,12.57,19.6,19.13,74.772,36.28,99.68
4/8/2014,28.62,59.13,26.31,39.93,126.09,12.68,19.71,19.23,75.67,36.9,101.04
4/9/2014,28.74,59.43,26.38,40.11,126.32,12.72,19.61,19.11,76.08,37.22,101.8
4/10/2014,28.78,59.46,26.39,40.12,127.01,12.78,19.78,19.27,76.95,37.2,103.16
4/11/2014,28.56,59.31,26.27,40,126.93,12.77,19.69,19.19,78.34,37.18,102.96
4/14/2014,28.87,59.78,26.51,40.27,127.85,12.87,19.7,19.21,79.06,37.38,101.52
4/15/2014,28.65,59.33,26.53,40.17,125.49,12.64,19.37,18.88,77.38,37.39,101.76
4/16/2014,28.52,59.51,26.58,40.26,125.54,12.63,19.4,18.88,78.04,37.48,100.92
4/17/2014,28.88,59.96,26.64,40.47,124.75,12.56,19.36,18.88,77.4,37.66,105.2
4/21/2014,28.49,59.63,26.55,40.22,124.24,12.51,19.15,18.67,76.01,37.64,104.52
4/22/2014,29,59.936,26.54,40.39,123.78,12.45,19.2,18.71,76.59,37,105.6
4/23/2014,29.21,60.05,26.52,40.37,123.76,12.46,19.16,18.69,76.71,36.91,105.36
4/24/2014,29.21,60.24,26.68,40.61,124.56,12.54,19.41,18.92,78,37.05,104.36
4/25/2014,29.11,59.99,26.57,40.54,125.43,12.62,19.42,18.94,78.92,36.6,103.28
4/28/2014,29,59.976,26.48,40.47,124.88,12.57,19.32,18.85,78.24,36.71,105.8
4/29/2014,29.38,60.44,26.55,40.76,124.86,12.56,19.25,18.76,78.65,36.72,107.32
4/30/2014,29.27,60.13,26.41,40.52,124.22,12.5,18.94,18.46,78.96,36.32,106.2
5/1/2014,29.13,60,26.21,40.09,123.8,12.46,18.8118,18.35,79.3,36.16,104.44
5/2/2014,28.94,60.084,26.28,40.14,125.06,12.58,19.19,18.69,79.03,36.29,103.96
5/5/2014,29.12,59.99,26.22,40.2,126.22,12.71,19.33,18.84,79.65,36.14,104.12
5/6/2014,29.13,59.99,26.24,40.27,125.98,12.67,19.28,18.8,79.72,36.19,106.52
5/7/2014,29.03,59.93,26.31,40.13,124.17,12.49,19.0484,18.57,77.72,36.6,105.2
5/8/2014,28.88,60.07,26.23,40.03,124.17,12.5,18.93,18.44,78.31,36.49,101.48
5/9/2014,28.48,60.11,26.1,39.87,124.1,12.5,18.9,18.42,78.11,36.4,100.44
5/12/2014,28.51,60.53,26.16,39.96,124.94,12.57,19.28,18.78,78.52,36.59,98.04
5/13/2014,28.59,60.62,26.28,40.03,124.6,12.54,19.26,18.77,79.48,37.04,96.84
5/14/2014,28.58,60.6,26.4,40.1,125.81,12.66,19.5,19,80.594,37.18,97.12
5/15/2014,28.61,60.31,26.24,39.79,124.77,12.56,19.24,18.74,79.07,37.04,98.52
5/16/2014,28.35,60.35,26.27,39.67,124.5,12.54,19.09,18.61,79.39,37.23,97.76
5/19/2014,28.34,60.76,26.25,39.81,124.58,12.53,19.1,18.63,79.55,37.38,99.04
5/20/2014,28.28,60.71,26.3,39.8,124.69,12.54,19.15,18.65,80.43,37.52,100.56
5/21/2014,28.28,60.81,26.35,39.83,124.39,12.51,19.15,18.64,80.84,37.98,99.12
